,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Scutellaria.lateriflora,3.161281386,2451.658421,3150.708181,1.452480637,238853.9257,22784007.68,3820994.21,7048800.27,24132.53614,12480.35352,21068.95551,251.1652301,20.04992879,NA,111436.8279,117583.825,73.19363209,334086.4145,92682.44342,31359.38569,555358.791,30060.67808,225454.7608,22755.4086,1331.936987,2.221440974,1.452480637,14.3752863,1.480960646,99880.25217,273426.2189,16.17664709,421328.8687,0.256320112,0.32040014,13719.22247,1283.995121,3.417601498,2990398.491,1.879680824,2062.949518,91101.92929,2025.954168,1.452480637,44290.30732,61681.02887,7376.385824,1.025280449,127468.649,5777.967282,65704.55108,4271999.053,206708.126,1106.772715,3.67392161,49.0425815,3417598.679,6463.072315,0,24.77761086,42.2073785,58675.50826,235.5581833,0.085440037,NA,445799.4298,2990400.424,16.26208713,759.9824554,13926461.64,2073.604923,0.961200421,5.559514367,2150.653277,15318.04941,1169.982228,466.0665173,1496.116251,2547.254856,205899.5328,584.4952962,255.0357332,27.25537195,2.238528981,1281600.579,6407999.989,1662.291186,4560.427847,178243.6382,1641.212171,12.36517165,943.5843991,669850.5942,10273.13361,63714.19457,NA,25632010.9,1449.104935,43856.02801,6.977603062,239532.6275,49020.21254,178116.1483,13406.75348,61135.57091,59346.34424,42.57761866,42305.71884,2.563201124,2329.234712,319804.4892,1232.224272,572454.8469,842442.1698,66330.40655,0,5082.871168,2.067648906,697615.3286,1993600.504,427209.6739,11.44896502,8005016.281,53818.38739,2152.272056,15856.21032,40433.136,20105.99086,640797.8886,15814.05461,13493.99922
Solanum.dulcamara,281.0617484,3551.464362,4375.067053,285.6755105,201818.4302,16110525.36,3020660.732,4984053.498,53567.68452,9068.731889,41391.83839,33.05779969,10760.71652,261.2585465,59566.3425,78712.79555,242.1577237,4967600.724,71924.4036,18267.28968,392497.0267,36855.63512,139790.0088,34032.83354,8363.23305,118.1968342,282.7705492,4781.316895,256.8056878,54829.34917,193140.5835,268.0463827,196770.8858,272.8489695,263.9965887,117371.3513,26103.48625,3132.479016,2114330.083,226.13464,163767.1552,46122.99623,544.3965086,285.6755105,29728.38324,43515.73132,795157.1502,6916.659791,47387.22884,21277.23535,50061.66705,3020558.528,101607.909,36303.42149,6774.229498,11917.52179,2416406.231,49501.68745,257.6217922,259.445419,242.0156513,47844.8402,110.9663456,284.3084699,247.5881405,237942.4106,1891217.542,8197.826833,1132.525949,9847379.563,3266.466202,285.1842302,5804.414874,22420.1019,9397.714652,449412.1158,5632.753562,6691.250412,3033.104092,94351.95126,300.2722664,4211.396719,2220.692831,226.1286215,906027.5005,4530939.274,39470.69508,1538270.211,244973.776,4078.295955,119833.1448,2818.677296,273349.3458,60679.144,128857.2228,9051.934602,29063861.42,2477.966388,18666.83568,277.2454268,172758.5023,29992.59772,177831.9253,20230.15587,48098.75874,34357.47735,241.6454112,34076.15403,281.6598287,1764.974307,143101.88,1641.048151,255976.8493,266318.3736,35970.03988,5082.871168,0,169.1602821,349230.8677,1409487.47,1836812.639,272.7740648,6535905.056,27131.78501,3036.738508,29246.15553,21438.7837,18506.84568,452911.5945,12278.50885,38195.60573
Solidago.altissima,5.228930292,3977.0954,NA,0.61516827,534093.2527,22784009.75,8544003.335,7048802.338,20.33045691,33.33870261,97.72631484,253.232879,22.1175777,NA,101.5967485,235158.8536,75.26128099,NA,185138.4536,65322.85094,555360.8586,10.2861668,504126.8256,239.6375567,1696.300872,0.153792067,3.520129543,16.44293521,3.548609553,17.96424255,273428.2865,18.24429599,842651.1171,2.323969019,2.388049047,41017.77267,7.298993353,5.485250404,2990400.559,3.94732973,3.67392161,NA,2028.021817,0.61516827,88579.11374,106836.707,0.242893817,3.092929356,16.93421542,66.69063465,185812.3396,4272001.121,413398.0214,7.271723914,5.741570517,51.1102304,3417600.746,4.704084351,2.067648906,26.84525977,44.27502741,82918.98247,237.6258322,1.982208869,NA,996839.8422,5980801.87,18.32973603,56.94151296,24121341.17,0.41011218,1.106448485,9.928132352,1.640448719,1.5977287,2.31990045,77.53561342,248.2417568,6.416546813,2.449281102,586.5629451,10.14173245,29.32302085,0.170880075,1281602.647,6408002.057,0.807408354,0.972462973,534391.2713,NA,1.161984509,15.2823747,669852.6619,17632.14471,29.09111218,NA,76896034.75,11.06021285,61991.36734,9.045251968,718335.2586,97916.64961,178118.2159,54.47714367,136599.4236,118684.3459,44.64526757,126860.0253,4.63085003,145.3216687,319806.5568,56.8845461,572456.9146,842444.2375,8.730043048,2.067648906,169.1602821,0,1708800.684,1993602.571,854400.5505,13.51661393,11320804.21,NA,100.0722427,47468.37112,114316.6895,0.465648204,640799.9562,31477.49393,1547.284902
Solidago.canadensis,1708795.455,380792.6291,14211.41042,1708800.069,325808.1913,8603918.077,2060891.167,2018375.421,449491.5321,441544.5333,414916.9578,1708547.451,854392.514,3675.701301,430975.6765,408718.3658,1208251.432,4078658.677,393754.9695,317331.3444,470889.9163,493737.9066,311077.0607,441708.8678,514715.0928,986576.6238,1708797.164,764198.4462,646330.8105,385026.9219,542805.2165,1708782.44,223043.8513,645867.1931,645951.6836,311407.0373,325548.856,540616.5447,523211.0419,1208301.76,461640.9304,49876.94325,568924.2957,1708800.069,433022.9508,506586.6091,985688.2315,854400.104,496158.0046,382101.636,298834.5929,1046422.233,270540.1382,364625.9566,854399.0409,764188.7354,697614.7677,388907.2377,645950.489,1708773.839,1708756.409,574836.0575,697518.0038,1708798.702,5241.092712,140352.4856,1141741.826,854391.204,403059.711,6757635.414,427765.8988,1708799.578,764196.3924,456697.1371,403943.8208,588278.6196,402750.2642,854276.2279,441210.0566,97260.43457,1708214.121,569597.4605,854408.1349,986576.6354,174403.0877,1777285.937,414795.4981,1835491.324,310054.6349,184.4814806,458599.1812,341757.3289,328544.2804,469540.579,448937.6732,21525.04001,22669804.07,604197.5029,496531.8617,1708791.639,210775.5068,351642.2579,684542.0323,474061.8024,335353.5964,355562.4255,1708756.039,293790.8715,1708796.053,356287.0657,439399.4344,515388.2912,359540.3418,210613.329,366895.3414,697615.3286,349230.8677,1708800.684,0,108947.3059,1597229.673,1708787.168,3398356.511,31058.13076,986494.8621,289486.0396,291473.6983,349033.3389,403669.6465,407081.8418,414590.4793
Solidago.flexicaulis,1993597.342,750927.6027,2794.201535,1993601.956,551847.0197,8487648.189,2674189.917,1910688.928,1409675.521,1409666.323,1409620.794,1993349.338,1993580.454,14475.52211,1409618.057,664884.104,1409636.68,158.6118201,738302.388,787216.8996,587159.729,1409682.657,608075.9394,1409520.448,753094.7953,1993602.725,1993599.051,1993586.128,754642.5265,1409677.195,650165.2813,1993584.327,509411.3639,753734.8738,753535.6908,797139.4671,1409683.757,753512.7651,406941.0795,1993598.624,1409687.299,232.3114618,1408255.869,1993601.956,777722.5786,770268.9401,1409689.725,1993599.478,1409677.923,1409642.74,738027.2742,930152.3152,645115.822,1409684.763,1993596.83,1409653.757,581344.822,1409686.58,753536.479,1993575.726,1993558.296,780033.3098,1409521.87,1993600.589,12905.89203,406926.8218,1627767.298,1993584.242,754654.4422,8363512.364,753698.1949,1993601.465,1993592.643,1409688.737,1409688.774,1409688.275,1409635.072,1993354.33,1409685.36,655.0972471,1993016.008,1993592.43,1993573.248,1993602.742,290672.7681,1670443.883,1409689.326,1409689.21,595720.5597,489.5714146,1409689.077,1409679.103,540418.6497,747368.8314,1409669.327,44493.94827,30578789.89,1151000.601,788576.979,1993593.526,483639.6233,773910.5878,811909.2866,1409636.071,758118.3683,765432.2191,1993557.926,762094.477,1993597.94,1409545.71,632640.7055,753502.9705,537148.7833,435115.694,1409681.321,1993600.504,1409487.47,1993602.571,108947.3059,0,465077.2854,1993589.055,3525387.55,20.93280918,1409589.835,794505.9709,767215.2558,1409689.652,511642.5582,741640.7321,1408595.802
Solidago.gigantea,854395.3216,235064.1249,88.04281137,854399.9354,101303.4865,8952725.467,2318502.489,2528853.941,1959852.778,1962654.674,1932211.305,854147.3177,427215.0622,91.15908271,1966134.338,178781.3938,604099.2061,2189908.983,1989366.659,1607073.795,122082.45,2322210.202,90507.33447,2065347.485,269665.4574,493288.4767,854397.0304,427193.9762,348806.118,1771596.646,237180.9455,854382.3062,1607001.805,348806.6806,348806.5903,1447560.965,1754696.508,284803.4925,872018.3545,604149.632,1741246.849,48524.26113,284124.2403,854399.9354,242178.9352,282555.3065,1039762.934,427199.5832,263528.8215,1758806.791,1639177.466,1395229.591,1604880.109,2065955.307,427197.998,382131.8981,1046422.1,1834715.255,348806.7214,854373.7053,854356.2755,291592.6441,348710.5543,854398.5683,91.94603341,1811643.247,1421810.785,427196.4505,228333.577,8794076.984,1955257.318,854399.4441,427195.5248,2048010.396,2014497.233,1394426.723,270170.2761,427081.4919,228346.6382,123012.5105,853813.9876,382103.2871,427202.9149,604152.544,174404.5289,2267248.322,2065894.477,592426.846,1766117.643,1764.453322,2538096.211,220605.0835,58359.18625,2330548.242,1840311.602,2115.163336,25347211.49,322993.4477,250582.0711,854391.5053,1603104.523,2033429.026,302442.6704,2548641.22,2056316.898,212392.5578,854355.9053,1597701.765,854395.9197,207197.0943,178206.1937,270203.7088,93988.1234,5213.867121,1788174.038,427209.6739,1836812.639,854400.5505,1597229.673,465077.2854,0,854387.0339,3955928.744,29628.10956,493206.7033,1685796.322,1693168.194,1754354.664,87202.09202,219946.8456,2066460.429
Thalictrum.pubescens,8.287683633,6874.548134,NA,12.90144566,534079.736,22783996.23,8543989.819,7048788.821,6.813842987,19.82208869,84.20970091,239.7162651,8.600963773,NA,88.08013461,235145.337,61.74466707,NA,185124.937,65309.33432,555347.342,3.23044713,504113.309,226.1209428,1682.784258,13.67040599,9.996484382,2.926321283,9.968004372,4.44762862,273414.7699,4.72768207,842637.6005,11.19264491,11.12856488,41004.25606,4.801072874,8.031363521,2990387.042,9.569284195,9.842692315,NA,2014.505203,12.90144566,88565.59713,106823.1904,13.27372011,10.42368457,3.417601498,53.17402073,185798.823,4271987.604,413384.5048,6.244890011,7.775043408,37.59361648,3417587.23,8.812529574,11.44896502,13.32864584,30.75841348,82905.46586,224.1092182,11.53440506,NA,996826.3256,5980788.353,4.813122107,43.42489904,24121327.65,13.9267261,12.41016544,3.588481573,11.87616521,11.91888522,11.19671348,64.01899949,234.7251429,7.100067112,NA,573.0463312,3.374881479,15.80640693,13.687494,1281589.13,6407988.541,12.70920557,12.54415095,534377.7547,NA,12.35462942,1.765760777,669839.1453,17618.62809,15.57449826,NA,76896021.23,2.456401077,61977.85073,4.471361957,718321.742,97903.133,178104.6993,62.62252157,136585.907,118670.8293,31.12865364,126846.5086,8.885763895,190.3945795,319793.0402,10.4877646,572443.3979,842430.7208,1.379856605,11.44896502,272.7740648,13.51661393,1708787.168,1993589.055,854387.0339,0,11320790.69,NA,128.0062641,47454.85451,114303.1729,13.05096572,640786.4396,31463.97731,1533.768288
Thelypteris.noveboracensis,11320798.98,4000124.342,13501.93191,11320803.6,3813678.405,4679834.065,1049532.127,1614714.838,6536057.621,6536050.112,6536012.937,11320550.98,11320782.09,2899.690438,6536010.702,3919368.127,8004964.208,16085.53452,4208886.043,4254215.489,4394973.845,6536063.425,4088319.776,6535970.827,4001909.595,11320804.36,11320800.69,11320787.77,4278934.958,6537103.212,4175549.79,11320785.97,3711900.172,4278861.554,4278872.276,4263358.548,6536064.33,4278899.75,3400873.05,11320800.26,6536067.239,176.7920274,8003583.398,11320803.6,4245382.136,4238481.499,6536069.22,11320801.12,6536917.735,6536030.855,4208631.337,2877661.812,4122612.033,6536065.183,11320798.47,8004981.285,3226469.304,6536078.039,4278872.212,11320777.37,11320759.94,4247521.37,8004849.399,11320802.23,4468.929105,3902091.986,2018332.774,11320785.88,4002561.58,4525673.433,4002508.913,11320803.1,11320794.28,6536068.412,6536097.969,6536068.044,6536024.711,8004841.894,6536065.654,655.5604941,11320217.65,8005010.447,11320774.89,11320804.38,4098486.876,1857993.765,6536068.896,6536068.8,4076880.909,454.9400967,6536068.95,6536060.604,4348232.762,3996290.188,6536052.563,27119.81989,24785107.49,5660396.577,4255431.287,11320795.17,3748604.049,4241852.832,4983160.669,6536025.406,4227232.074,4234003.723,11320759.57,4230913.224,11320799.58,6535951.632,4158008.203,4002524.186,4062515.859,3960498.922,6536062.354,8005016.281,6535905.056,11320804.21,3398356.511,3525387.55,3955928.744,11320790.69,0,58.24583903,6535987.652,4260920.446,4235654.153,6536159.484,4036662.848,3991434.892,6535194.107
Thelypteris.palustris,NA,41511.72561,32.30319124,NA,41644.62752,25.20481105,373.1194447,0.427200187,15007.46884,20308.14621,15394.82251,NA,NA,3.844801685,43361.91168,46342.21359,4.613762022,162511.4649,28177.63189,25390.90157,28.62241255,11049.55177,38060.73584,25580.29146,841.6830667,6.041522987,NA,NA,37.16641629,72282.07057,123.4608541,NA,30743.71522,3.844801685,22.64160993,30737.5975,31058.53605,63.6528279,12.38880543,NA,30246.31192,21539.01675,23.67937921,NA,53762.16527,2258.38827,25682.1327,NA,82007.06619,27649.77033,30806.78868,45.71042004,31040.91985,31058.56236,NA,0.427200187,21.78720955,30877.75206,37.16641629,NA,NA,88.6611141,23.39884271,NA,17.51520768,32917.89083,41756.288,NA,789.3566535,1405.666156,30357.56264,NA,NA,30305.10144,28488.77803,30346.56234,41664.9294,53754.71683,29857.95271,106375.6527,NA,53801.86367,NA,NA,20.93280918,22.64160993,30331.86777,28196.45544,30326.5797,41438.15872,38072.1377,32840.93326,20.7368181,46354.0815,11413.40586,14.95200655,46618.22792,83.2968648,491.7125122,NA,24677.81734,36178.92886,NA,21709.69122,36193.01147,41726.4409,NA,30465.71272,NA,31253.09584,33.03681448,687.4361386,42.29281854,16.91776269,31514.14403,53818.38739,27131.78501,NA,31058.13076,20.93280918,29628.10956,NA,58.24583903,0,183.7459187,30874.63159,30987.38507,34812.58923,2.136000936,41549.00681,27975.61679
Toxicodendron.radicans,136.2939477,3394.637361,190.076923,140.9077098,308278.3079,16110627.73,4932800.935,4984155.864,163.0471251,173.1876339,145.946119,111.710001,119.4053003,247.7761086,177.7114438,135688.554,187.1454068,143.2824786,106808.1485,47676.14403,392599.389,152.6715988,290976.1059,22731.56835,1116.530106,141.6766701,138.0027485,125.0799428,180.3158739,116754.1942,193242.945,123.278582,486423.1491,200.9593694,189.4597855,23601.86818,116.8479799,164.0704668,2114432.449,137.5755483,172.5248528,69.05407988,1343.5294,140.9077098,51076.12675,61627.1248,177.3792867,138.4299487,105833.302,124.9502702,107197.16,3020660.893,238593.7556,454.9695088,135.7813075,188.7759609,2416508.597,12120.23817,180.8846192,114.6776183,97.24785063,47791.88233,190.571356,139.5406692,234.1057026,575447.3318,3452937.95,123.193142,1086.755995,13926381.15,171.6892754,140.4164296,131.5947457,170.6235809,19563.39901,457.5396007,1161.881015,86.70172106,165.7609191,461.6477955,445.0400671,1652.424001,112.1998572,141.6937581,906129.865,4531041.64,217.0618397,207.6635002,308449.7726,256.9781457,1770.893926,856.1129545,473557.3153,10106.18767,161.0733115,236.6689037,44395864.7,124.2736334,35714.23602,132.4776261,414649.394,56456.59726,177976.6931,152.8012525,78784.15073,68493.09099,96.87761047,73161.51016,136.892028,130.4766297,226037.366,545.9116665,404688.1215,595597.9823,82.13931167,2152.272056,3036.738508,100.0722427,986494.8621,1409589.835,493206.7033,128.0062641,6535987.652,183.7459187,0,27324.99817,65919.09262,34289.13779,453013.957,18092.00307,15307.11699
Trifolium.pratense,47463.14219,8038.909375,247.3420233,47467.75596,140477.4245,9282154.15,2124133.985,2858282.626,88643.79367,32575.62747,16095.59275,47215.13825,26900.89828,142.6087397,68705.36199,50597.35422,33512.69065,4240692.049,35659.63854,36082.65267,207346.2771,21012.89473,110761.8847,14616.81975,13989.06561,19384.69209,47464.851,22051.8588,19377.76777,46570.26771,92247.81951,33552.30684,171344.6585,19379.14347,19378.34768,121686.1644,53233.53227,16228.80608,1201447.041,33562.71944,206350.2458,49702.38596,13706.38361,47467.75596,10649.94268,18794.50076,810685.4753,25325.15307,52425.60824,18730.68651,26115.43073,1724658.277,76318.9313,9900.764233,25274.54672,25212.39001,1375850.786,76606.26406,19378.37479,47441.52587,47424.0961,12535.96574,19288.17077,47466.38892,136.245045,186235.3478,1531991.486,25793.37476,10121.63079,7612827.03,40175.5559,47467.26468,22518.13044,20709.78659,42360.18998,422742.3632,12213.97113,21119.12412,13196.43671,92150.12914,46881.80818,13720.84075,24078.17862,27406.46075,503833.2261,2596677.007,11878.65999,1580541.662,213224.9492,804.0371482,143882.1914,9161.244986,196815.5616,8655.300901,166471.2515,7760.947762,20538643.31,13170.04194,3647.332673,47459.32587,151067.6881,26890.85382,58428.45566,25487.66299,18792.51182,15967.38158,47423.72586,16613.77788,47463.74027,8884.037933,91051.36883,13749.22057,175115.4809,212466.7077,45056.8737,15856.21032,29246.15553,47468.37112,289486.0396,794505.9709,1685796.322,47454.85451,4260920.446,30874.63159,27324.99817,0,24656.50392,20993.1658,242226.6472,7004.426109,13223.62441
Trifolium.repens,114311.4605,20477.95158,182.0582571,114316.0743,126568.3473,9254863.438,2044499.506,2830991.915,63171.59507,26199.26952,44984.0678,114063.4566,67734.59862,117.8442802,67369.76851,34275.98123,80781.10459,4201378.633,40536.56367,15924.07018,180055.5699,45205.33862,94554.83461,41510.68337,30930.10832,46671.62535,114313.1693,57608.78338,46668.24952,61892.52886,64957.15875,80821.20585,152742.869,46669.0107,46668.79412,99613.48878,32016.63068,40635.29945,1174156.328,80831.514,169395.0341,49808.95772,33858.45254,114316.0743,6714.386856,2553.299522,780295.159,66883.80781,59895.56011,32391.13023,26560.67348,1697367.564,71196.39679,38817.85247,66855.83524,59276.95118,1348560.073,53698.11523,46668.86491,114289.8442,114272.4144,11101.82976,46575.05129,114314.7073,111.3033385,182753.1965,1627083.809,67130.9368,23833.37407,7591687.741,27871.53617,114315.583,57851.98622,35224.01987,26885.98954,404243.4726,29088.37862,46579.02091,31720.9214,94621.87633,113730.1265,34474.67451,66205.93061,66001.11135,476542.5146,2569386.295,46499.20987,1541450.395,184193.42,847.805184,113247.5879,22013.38123,175676.246,51118.84584,131351.2514,8713.73122,21295417.06,30558.01601,13086.34838,114307.6442,129136.0265,8497.725937,28532.99301,32996.59027,26431.30883,1613.618235,114272.0442,16177.34207,114312.0586,20893.82629,73074.3798,31741.49773,162138.9681,201946.5346,40776.06014,40433.136,21438.7837,114316.6895,291473.6983,767215.2558,1693168.194,114303.1729,4235654.153,30987.38507,65919.09262,24656.50392,0,26478.67887,214935.9396,22276.70633,40728.16479
Urtica.dioica,4.763282088,13103.30512,42074.88629,0.149520066,203072.9789,16110727.48,2576174.841,4984255.628,76379.59833,17695.45005,25705.42226,252.7672308,3163.674058,703.7909485,56681.83112,80823.96904,506.4058424,4991043.509,63014.06297,24023.22427,392699.3934,27942.54875,146609.4297,20305.23334,19549.09818,461.3301904,3.054481339,2520.476365,474.0984246,33611.3556,193343.1076,12.6414698,201202.3487,497.657087,484.3659091,123322.1337,41813.36724,3677.85237,2114532.242,57.35167643,172283.2056,51150.09528,911.3892882,0.149520066,31859.40678,49294.37931,830099.8972,682.8018058,33555.879,13891.72054,38651.21962,3020760.669,97838.0111,23524.02244,824.7983256,5131.870351,2416608.382,60126.81799,474.0947659,26.37961156,43.8093792,51051.8539,728.4740474,1.516560665,690.1205425,250533.1824,1891370.933,601.4829577,13957.74779,9847524.054,28812.30182,0.640800281,992.4648152,16539.9238,25718.75256,490544.7765,16716.57391,26731.12787,15371.11917,113496.0515,586.0972969,17357.51009,5380.774946,48.10467201,906229.723,4531141.405,24867.25249,1757774.151,267305.1332,19852.54983,158188.4093,12448.26068,273466.3511,37190.88892,135192.0144,1495.597427,25632018.3,18104.12371,28380.9787,8.579603764,182090.9149,33865.39337,178117.7503,17450.1921,43056.67453,41405.30617,44.17961936,26246.92521,4.165201826,11637.09287,143024.9053,21338.61275,256010.5291,243262.7165,37331.49002,20105.99086,18506.84568,0.465648204,349033.3389,1409689.652,1754354.664,13.05096572,6536159.484,34812.58923,34289.13779,20993.1658,26478.67887,0,453113.9398,20430.28801,20630.9719
Veronica.americana,640794.7273,240785.0313,17091.64445,640799.3411,40473.64187,9039927.544,3226469.269,2422043.794,453099.6186,453090.4204,453044.8915,640546.7233,640777.8386,5407.385336,453042.1547,153318.003,453060.7767,19882.2331,186023.1124,234937.5723,34880.38305,453106.8351,55796.98577,452944.5451,241558.4838,640800.11,640796.4361,640783.5133,243281.1416,453101.2918,140176.5988,640781.7119,258185.7398,242198.8377,242505.3246,244860.2553,453107.9093,243091.5791,959220.4326,640796.0089,453111.3966,251.1082701,451679.9667,640799.3411,225443.2187,217989.6022,453113.8227,640796.8633,453102.0203,453066.8384,185747.9487,1482431.669,92836.48931,453108.8817,640794.2147,453077.854,1133624.179,453110.7012,242501.4032,640773.111,640755.6812,227753.9982,452945.9676,640797.974,6976.833562,145353.1347,2180046.657,640781.6265,243316.5216,8874811.07,242205.1619,640798.8498,640790.0281,453112.8345,453112.8881,453112.4184,453059.1719,640551.7145,453109.4573,673.8940554,640213.3933,640789.8145,640770.6332,640800.1271,261606.6034,2180691.679,453113.4235,453113.3068,43441.76703,508.3682228,453113.1804,453103.2315,11860.73447,235727.8855,453093.4239,24611.94299,31131069.24,369959.6634,236297.6223,640790.911,36236.5527,221631.435,206917.6042,453060.1999,205839.0835,213153.0312,640755.311,209815.1786,640795.3254,452969.8085,122351.6668,242795.0284,30292.70125,79450.35477,453105.435,640797.8886,452911.5945,640799.9562,403669.6465,511642.5582,87202.09202,640786.4396,4036662.848,2.136000936,453013.957,242226.6472,214935.9396,453113.9398,0,231628.7147,452019.8988
