,Acalypha.rhomboidea,Acer.saccharum,Adiantum.pedatum,Ageratina.altissima,Agrimonia.gryposepala,Agrostis.perennans,Agrostis.scabra,Alisma.subcordatum,Alliaria.petiolata,Ambrosia.artemisiifolia,Ambrosia.trifida,Amphicarpaea.bracteata,Anemone.canadensis,Apios.americana,Arctium.lappa,Arisaema.triphyllum,Asarum.canadense,Athyrium.filix.femina,Bidens.connata,Bidens.frondosa,Boehmeria.cylindrica,Brassica.nigra,Bromus.ciliatus,Calystegia.sepium,Caulophyllum.thalictroides,Chamaesyce.maculata,Chelone.glabra,Cicuta.maculata,Cinna.arundinacea,Circaea.lutetiana,Clematis.virginiana,Cryptotaenia.canadensis,Cynodon.dactylon,Cyperus.compressus,Cyperus.strigosus,Dactylis.glomerata,Daucus.carota,Decodon.verticillatus,Dichanthelium.clandestinum,Digitaria.cognata,Digitaria.sanguinalis,Dryopteris.carthusiana,Echinocystis.lobata,Eleocharis.intermedia,Elymus.canadensis,Elymus.virginicus,Epilobium.hirsutum,Eupatorium.purpureum,Fallopia.japonica,Fragaria.vesca,Galium.aparine,Galium.asprellum,Galium.boreale,Galium.palustre,Galium.triflorum,Geranium.maculatum,Geum.laciniatum,Glechoma.hederacea,Glyceria.borealis,Helianthus.giganteus,Helianthus.strumosus,Heliopsis.helianthoides,Hemerocallis.fulva,Hieracium.paniculatum,Hypericum.mutilum,Impatiens.capensis,Impatiens.pallida,Laportea.canadensis,Leersia.oryzoides,Lobelia.cardinalis,Ludwigia.palustris,Lycopus.uniflorus,Lysimachia.ciliata,Lysimachia.nummularia,Lysimachia.vulgaris,Lythrum.salicaria,Maianthemum.canadense,Maianthemum.racemosum,Marrubium.vulgare,Matteuccia.struthiopteris,Menispermum.canadense,Mimulus.ringens,Mitchella.repens,Mollugo.verticillata,Muhlenbergia.mexicana,Muhlenbergia.schreberi,Myosotis.laxa,Myosoton.aquaticum,Oenothera.biennis,Onoclea.sensibilis,Oxalis.stricta,Panicum.capillare,Panicum.dichotomiflorum,Parthenocissus.quinquefolia,Pastinaca.sativa,Peltandra.virginica,Penthorum.sedoides,Petasites.frigidus,Phytolacca.americana,Pilea.pumila,Plantago.major,Polygonum.hydropiper,Polygonum.hydropiperoides,Polygonum.lapathifolium,Polygonum.persicaria,Polygonum.sagittatum,Polygonum.virginianum,Prunella.vulgaris,Ranunculus.recurvatus,Rhamnus.cathartica,Rubus.allegheniensis,Rubus.hispidus,Rubus.occidentalis,Rubus.odoratus,Rumex.obtusifolius,Scutellaria.lateriflora,Solanum.dulcamara,Solidago.altissima,Solidago.canadensis,Solidago.flexicaulis,Solidago.gigantea,Thalictrum.pubescens,Thelypteris.noveboracensis,Thelypteris.palustris,Toxicodendron.radicans,Trifolium.pratense,Trifolium.repens,Urtica.dioica,Veronica.americana,Vitis.riparia,Xanthium.strumarium
Hieracium.paniculatum,3.246721423,6886.082539,NA,1.367040599,534091.2704,22784007.77,8544001.353,7048800.356,18.34824804,31.35649375,95.74410597,251.2506702,20.13536883,NA,99.61453967,235156.8714,73.27907213,NA,185136.4714,65320.86873,555358.8764,8.303957927,504124.8434,237.6553479,1694.318663,2.136000936,1.537920674,14.46072634,1.566400684,15.98203368,273426.3043,16.26208713,842649.1349,0.34176015,0.405840178,41015.79046,6.733332182,3.503041536,2990398.577,1.965120861,1.691712742,NA,2026.039608,1.367040599,88577.13153,106834.7248,1.739315052,1.110720487,14.95200655,64.70842578,185810.3574,4271999.139,413396.0392,5.289515045,3.759361648,49.12802154,3417598.764,2.721875483,0.085440037,24.8630509,42.29281854,82917.00026,235.6436233,0,NA,996837.86,5980799.888,16.34752716,54.95930409,24121339.18,2.392321049,0.875760384,7.945923483,0.34176015,0.384480169,0.337691581,75.55340455,246.2595479,4.434337944,NA,584.5807363,8.159523577,27.34081199,2.153088944,1281600.664,6408000.075,1.174800515,1.009745896,534389.2891,NA,0.82022436,13.30016583,669850.6797,17630.1625,27.10890331,NA,76896032.77,9.078003979,61989.38513,7.063043099,718333.2764,97914.6674,178116.2337,74.15692663,136597.4414,118682.3637,42.6630587,126858.0431,2.648641161,201.9289845,319804.5746,22.02216965,572454.9323,842442.2552,10.15454845,0.085440037,284.3084699,1.982208869,1708798.702,1993600.589,854398.5683,11.53440506,11320802.23,NA,139.5406692,47466.38892,114314.7073,1.516560665,640797.974,31475.51172,1545.302693
Hypericum.mutilum,NA,18837.06742,10116.28466,NA,3314.536111,57.73496341,126.9300831,9244.010195,19.05312835,11.87616521,12.95840568,NA,NA,1569.649692,13.04384572,6976.501103,22.1289697,12906.74448,86.10496957,19.68003509,98.36315621,439.3814955,149.9501867,12.48848548,6976.423815,NA,NA,NA,31741.5166,19.59780859,13778.52103,NA,273395.3349,6977.552671,6192.030662,339.6316892,359.7711504,15521.95132,54.09407084,NA,20.59104903,235.7290633,7.689603371,NA,122.9037937,37.82784689,8.666060939,NA,2.420801058,33.78085481,72.49936824,63.72475186,150.936418,214.3439245,NA,17.08800749,27.08597423,229.3612676,6104.40926,NA,NA,63.07535176,17.68608775,NA,0,375.3910107,58.83215107,NA,32369.44324,3209.294372,5232.253025,NA,NA,18.36960805,190.4946664,326.258123,63.73826794,NA,19.22400843,658.5148486,NA,NA,NA,NA,99.76089414,74421.60255,20.55687301,19.36640849,242.4383844,492.9890161,101.9562539,264.735956,114.9160563,17266.03956,17.08800749,31588.06734,53.83400412,140.4248019,102.2694407,NA,29997.71244,311.8887456,54.2582079,266.800757,126.0090004,326.8220345,NA,207.9840086,NA,29.33441286,10115.53022,11517.69149,10115.50901,17266.36839,187.006882,NA,247.5881405,NA,5241.092712,12905.89203,91.94603341,NA,4468.929105,17.51520768,234.1057026,136.245045,111.3033385,690.1205425,6976.833562,19760.54921,18.0278479
Impatiens.capensis,996834.6133,247499.5619,1449.304149,996839.227,139524.7705,8894574.876,2386622.813,2470703.371,287528.5296,303317.3611,300864.6537,996586.6093,498413.4398,381.0527108,325263.5657,219882.4317,704819.2531,4401281.575,216963.9773,218532.242,180233.3859,315944.5155,127301.3831,266695.156,314695.8082,575525.8402,996836.3221,498426.5291,406956.852,262529.3838,295331.7153,996821.5979,77801.37869,406957.3789,406957.3405,248090.165,232162.3782,332295.8001,813867.8301,704869.4211,380235.5513,52543.70829,444893.5238,996839.227,273851.2463,314663.777,1073097.159,498421.304,320397.7523,257960.045,191280.0824,1337079.035,137560.9071,249209.6863,498420.4882,445797.4491,988271.5602,268181.6871,406957.4591,996812.9969,996795.5672,345432.2937,445694.2225,996837.86,375.3910107,0,1382302.691,498410.9394,287746.8476,8175745.869,269850.5661,996838.7357,498419.5342,277150.1612,262517.6024,595008.1738,234939.4899,498298.4612,332282.3538,100050.5533,996253.2792,376766.4141,498446.4504,704872.3331,116254.4695,2209097.752,300561.4231,1897010.551,257286.1945,832.2438146,305190.3281,228687.8401,108996.1267,309653.9782,371710.2601,429.2526711,24001432.85,376861.5647,295626.0539,996830.7969,147573.052,202622.0121,366143.4425,316652.6077,187798.7945,201462.9197,996795.1969,190295.1843,996835.2113,241762.5945,225677.9324,315267.4956,141462.3838,47032.1273,274054.5339,445799.4298,237942.4106,996839.8422,140352.4856,406926.8218,1811643.247,996826.3256,3902091.986,32917.89083,575447.3318,186235.3478,182753.1965,250533.1824,145353.1347,249257.4238,300383.2941
Impatiens.pallida,5980796.641,1542460.819,2735.475178,5980801.255,1722401.272,6859880.893,854402.7584,436009.3929,1993659.561,2114552.905,2260564.727,5980548.637,2990390.364,60.47108813,2443311.354,1658625.308,4229012.342,193524.1954,1832752.864,1707744.441,2214927.022,2441772.294,1518965.901,2114517.651,1890760.295,5980802.024,5980798.35,2990395.765,2441650.692,1892314.136,2330025.515,4229052.658,1425082.281,2441651.192,2441651.168,1533655.428,2114546.716,1993602.233,1220826.226,4229062.768,2260530.82,64432.09993,4227631.531,5980801.255,1863284.948,2220150.53,1993614.199,2990400.151,2675875.742,1993584.677,1607246.19,697614.9912,1544126.535,2441650.353,2990398.932,2674675.78,1046422.479,1891299.908,2441651.297,5980775.025,5980757.595,2229191.663,4228897.533,5980799.888,58.83215107,1382302.691,0,2990391.892,1993582.264,6856479.601,1891297.099,5980800.763,2990397.069,1993601.58,2114576.472,1993615.729,1993575.406,2990278.589,2441651.545,168310.1227,5980215.307,2674692.048,2990394.085,4229065.68,1918440.054,174403.789,2441653.37,2441655.638,1642165.325,2594.213448,2441652.086,2260525.677,2168185.94,2108299.912,2442195.159,90.77194902,23638410.98,2260544.618,2237101.077,5980792.825,1406477.15,1773757.876,2595039.021,2260553.595,1762094.895,1692247.673,5980757.225,1564540.233,5980797.239,1993544.2,1886998.461,1891297.262,1802781.855,1712803.142,1994593.606,2990400.424,1891217.542,5980801.87,1141741.826,1627767.298,1421810.785,5980788.353,2018332.774,41756.288,3452937.95,1531991.486,1627083.809,1891370.933,2180046.657,1650046.742,2114039.753
Laportea.canadensis,13.10080574,5381.950346,NA,17.71456776,534074.9229,22783991.42,6041509.736,7048784.008,1073.725114,50.25108346,58.3635054,234.903143,2563.247782,NA,83.2670125,117591.6786,56.93154496,NA,185120.1239,39668.77698,555342.5289,8.043569237,252191.8564,12331.93376,2699.912629,18.4835281,14.80960649,3417.60247,14.78112648,6983.879562,273409.9568,0.085440037,421451.5601,16.00576701,15.94168699,22475.24304,12319.81857,4699.28651,2990382.229,10.57527331,10.81157242,5.416898375,2009.692081,17.71456776,62622.21406,106818.3773,5980.07912,1281.624206,12331.28665,4699.791534,93078.45685,4271982.791,206789.0706,11.05801212,1424.05308,5126.437865,3417582.417,512.0462854,16.26208713,8.515523736,25.94529138,82900.65274,219.2960961,16.34752716,NA,498410.9394,2990391.892,0,101.9781303,24121322.84,18.73984821,17.22328755,1708.814175,256.4617297,12326.78852,12324.84226,215.6495886,229.9120208,11.91318922,9.413938674,568.2332091,179.9493055,5980.701065,13.37384755,1281584.317,6407983.727,17.52232768,17.35727306,377858.7337,0.27340812,17.16775152,2.228646275,669834.3322,17613.81497,10.76137615,986.7412877,76896016.42,10678.86836,61973.03761,9.284484064,359317.2077,69224.56594,178099.8862,62.62053041,96577.41774,83909.54476,26.31553154,63950.42111,13.698886,8494.392971,159894.6843,8051.96608,286219.6112,421348.3182,12311.93039,16.26208713,8197.826833,18.32973603,854391.204,1993584.242,427196.4505,4.813122107,11320785.88,NA,123.193142,25793.37476,67130.9368,601.4829577,640781.6265,15781.70755,12362.62884
Leersia.oryzoides,51.71258267,28822.4883,39340.4272,56.32634469,190479.778,9301509.785,2013827.698,2664453.882,649.9207877,1327.188745,643.7305161,196.2913661,105.2249121,30799.81247,685.6646506,73325.6479,32.25831056,33444.39229,55806.72814,17380.52517,226701.8791,776.2936666,145513.9947,13259.61991,16639.04148,34.76048454,53.42138342,105.595754,583.1381326,60409.59439,111809.359,114.9222459,274971.5478,23510.35863,35700.25952,8576.379138,592.8224783,41475.16809,1220802.672,107.8729481,569.7226533,783.5121235,716.4558949,56.32634469,24551.9296,33769.12846,527.5012838,106.8978509,60480.12615,638.2810176,41538.06687,1744013.909,106725.9853,328.0359199,103.7404955,83.05015083,1395206.418,4790.793703,35619.52757,30.09625319,12.66648555,31328.71565,76.7825169,54.95930409,32369.44324,287746.8476,1993582.264,101.9781303,0,7272872.726,19196.99941,55.83506448,87.12623138,685.2356001,9244.3467,417.4466976,241.6544397,950.0897732,622.9543205,551.553647,529.6214322,474.1694572,102.4893346,103.665895,523188.8442,2422288.498,471.0828107,626.2115842,133584.5783,849.6720926,547.3705163,461.1253513,211808.0097,13658.60611,638.2671666,727.3985811,23185009.67,807.1985644,19587.22272,47.89626099,149776.8279,30947.34801,79631.48156,613.4660785,43181.83148,39553.84406,12.29624539,27039.20893,52.31066293,958.3666895,118885.2226,31034.98423,205691.3604,236057.0958,504.2327876,759.9824554,1132.525949,56.94151296,403059.711,754654.4422,228333.577,43.42489904,4002561.58,789.3566535,1086.755995,10121.63079,23833.37407,13957.74779,243316.5216,43837.96517,6853.629215
Lobelia.cardinalis,24121335.94,7270799.417,12360.26505,24121340.55,8339351.477,545963.2645,5887680.303,6452823.44,13926451.12,13926443.61,13926406.44,24121087.93,24121319.05,1639.975885,13926404.21,8445041.382,17056310.69,14941.27625,9047034.27,7607196.569,9620771.174,13926456.93,8926467.994,13926341.24,8527582.851,24121341.32,24121337.65,24121324.72,9117046.93,13926932.59,9013677.544,24121322.92,8233585.323,9117009.792,9117013.254,7614866.896,9847492.772,9117024.422,8626670.379,24121337.22,13926460.74,1435.965797,17054929.88,24121340.55,7599826.656,7594053.107,9847496.223,24121338.07,13926846.78,13926424.35,7569078.83,8103459.14,8960760.269,9847493.338,24121335.42,17056327.77,8452266.633,9847497.452,9117013.298,24121314.32,24121296.89,9085669.608,17056195.88,24121339.18,3209.294372,8175745.869,6856479.601,24121322.84,7272872.726,0,8528182.309,24121340.06,17056356.89,13926461.92,9847504.288,9847495.36,12060631.82,17056188.43,13926459.16,946.7890078,24120754.6,10787387.18,24121311.84,24121341.34,9324284.205,6695337.501,9847495.989,13926462.29,7458848.48,1006.370843,12060670.02,9847490.058,9574030.091,8521956.757,13926446.07,28378.99081,18658671.86,10787386.8,9093579.474,24121332.12,7056299.532,8493563.198,10707734.82,9847465.235,8479886.787,8486220.759,24121296.52,7587721.183,24121336.54,9847413.077,8996142.943,8528183.012,8900650.175,8798616.43,9847491.369,13926461.64,9847379.563,24121341.17,6757635.414,8363512.364,8794076.984,24121327.65,4525673.433,1405.666156,13926381.15,7612827.03,7591687.741,9847524.054,8874811.07,8517076.238,12059903.19
Ludwigia.palustris,5.639042472,17914.28808,14209.34591,1.025280449,161044.2084,9301533.198,2848001.26,2664230.724,68133.69977,12569.50215,49246.34522,253.6429912,22.52768988,3662.671379,67709.46,74379.94098,53.51188207,4055954.083,61764.31031,24236.8394,226725.295,39433.27312,152003.108,45170.83792,1678.175411,26.40442766,3.930241723,16.85304739,24542.92229,75635.563,104834.2882,18.65440817,270090.3216,1622.918601,10576.19146,162984.9546,38901.2952,19214.57736,1220826.084,4.35744191,184507.1374,51875.61574,718.1462938,1.025280449,31336.84226,40398.5815,1034216.292,3.503041536,74858.14144,28572.75164,59298.83609,1744037.322,114434.2998,47767.40129,6.151682697,36.54562149,1395229.83,71259.8929,10495.35758,27.25537195,44.68513959,31340.73254,97.87817922,2.392321049,5232.253025,269850.5661,1891297.099,18.73984821,19196.99941,8528182.309,0,1.516560665,10.33824453,25196.28929,14057.57764,659349.8992,1386.432214,1025.800076,477.4249649,136728.6287,586.9730573,1822.694767,29.73313303,0.239232105,523212.2602,2422844.217,47693.57889,1596140.258,285285.469,1084.566866,140203.0007,946.259123,223284.3648,49285.84146,140635.3238,26355.91405,25632011.77,102.9009815,17898.29896,9.455364148,212044.7237,31288.16753,79657.10534,29280.41339,55680.76657,37571.07078,45.05537975,42251.5316,5.04096221,1072.685239,121707.9519,14509.71746,216834.5901,266973.7827,56075.1084,2073.604923,3266.466202,0.41011218,427765.8988,753698.1949,1955257.318,13.9267261,4002508.913,30357.56264,171.6892754,40175.5559,27871.53617,28812.30182,242205.1619,20769.33673,58314.15451
Lycopus.uniflorus,4.122481807,6886.958299,NA,0.491280215,534092.1462,22784008.64,8544002.229,7048801.232,19.22400843,32.23225413,96.61986635,252.1264305,21.01112921,NA,100.4903001,235157.7472,74.15483251,NA,185137.3472,65321.74449,555359.7522,9.179718311,504125.7191,238.5311082,1695.194423,1.260240552,2.413681058,15.33648672,2.442161068,16.85779406,273427.1801,17.13784751,842650.0106,1.217520534,1.281600562,41016.66622,7.609092566,4.378801919,2990399.453,2.840881245,2.567473125,NA,2026.915369,0.491280215,88578.00729,106835.6006,0.863554668,1.986480871,15.82776694,65.58418617,185811.2332,4272000.014,413396.9149,6.165275429,4.635122032,50.00378192,3417599.64,3.597635866,0.961200421,25.73881128,43.16857892,82917.87602,236.5193837,0.875760384,NA,996838.7357,5980800.763,17.22328755,55.83506448,24121340.06,1.516560665,0,8.821683867,0.534000234,0.491280215,1.213451965,76.42916493,247.1353083,5.310098328,NA,585.4564966,9.035283961,28.21657237,1.27732856,1281601.54,6408000.951,0.299040131,0.133985512,534390.1649,NA,0.055536024,14.17592622,669851.5554,17631.03826,27.9846637,NA,76896033.64,9.953764363,61990.26089,7.938803483,718334.1522,97915.54316,178117.1095,75.03268701,136598.3172,118683.2395,43.53881908,126858.9188,3.524401545,202.8047449,319805.4504,22.89793004,572455.8081,842443.131,11.03030884,0.961200421,285.1842302,1.106448485,1708799.578,1993601.465,854399.4441,12.41016544,11320803.1,NA,140.4164296,47467.26468,114315.583,0.640800281,640798.8498,31476.38748,1546.178454
Lysimachia.ciliata,4.69920206,3768.796574,NA,9.312964082,534083.3245,22783999.82,6041515.677,7048792.41,2780.658808,54.81832403,64.95178846,243.3047467,4272.018572,NA,91.66861618,117640.8774,65.33314864,NA,185128.5255,33866.01624,555350.9305,0.358034443,252145.3979,10358.97005,4356.274701,10.08192442,6.408002809,1708.811172,6.379522799,5275.113344,273418.3584,8.316163643,421415.9508,7.604163333,7.540083305,19529.25958,8960.507904,2990.57732,2990390.631,4.235965061,4.422807479,9.859780322,2018.093685,9.312964082,51135.6821,75537.93975,3820.419621,427.2313589,10358.13529,6408.577366,83174.25934,4271991.193,206747.3991,1.88708847,285.2326919,6835.2362,3417590.818,1985.967979,7.860483446,16.91712742,34.34689506,82909.05434,227.6976998,7.945923483,NA,498419.5342,2990397.069,1708.814175,87.12623138,17056356.89,10.33824453,8.821683867,0,1965.128688,8966.555003,8964.834861,1922.710522,238.3136245,3.511585539,13.85682062,576.6348128,149.4174168,4271.939952,9.276293764,1281592.718,6407992.129,6.45045759,8.955669379,308525.2151,4.716290067,8.766147843,3.737619626,669842.7338,17622.21657,19.16297983,2959.826381,54373700.6,8023.086101,61981.43921,0.882880384,321345.0443,69230.507,178108.2878,56.27463096,96583.35852,83915.48574,34.71713522,57026.60336,5.297282322,6069.493962,159912.581,6343.222636,286226.3625,421312.6711,8953.680413,5.559514367,5804.414874,9.928132352,764196.3924,1993592.643,427195.5248,3.588481573,11320794.28,NA,131.5947457,22518.13044,57851.98622,992.4648152,640790.0281,16015.44343,9003.097069
Lysimachia.nummularia,3.588481573,3844.226566,33.40394669,1.025280449,218046.0793,16110726.64,3488074.099,4984254.772,81324.73252,19898.77361,23063.11928,251.5924303,2306.943955,4.69920206,68413.1508,83157.07621,52.12561628,4996195.988,58757.06443,41739.38137,392698.2697,18631.10893,159514.3861,20776.79968,2066.99634,10.2332652,1.879680824,3673.930167,26.91861417,56402.20262,193341.8556,16.60384728,235058.7826,3.357804342,16.62259616,193006.5165,61277.82769,4432.524647,2114531.354,3.016529463,202877.1824,49163.70308,677.4555213,1.025280449,39639.28509,61708.78617,926434.0058,1537.921224,65291.27574,3411.249218,51145.7711,3020759.802,112068.3201,20385.65179,1680.366283,4355.996159,2416607.503,87375.12532,26.88647429,25.20481105,42.63457869,47872.40589,96.58146898,0.34176015,18.36960805,277150.1612,1993601.58,256.4617297,685.2356001,13926461.92,25196.28929,0.534000234,1965.128688,0,33295.77273,617065.743,1192.642576,1103.964762,425.7626452,129662.4287,584.9224964,1711.293093,6237.037819,3.392647344,906228.7623,4531140.549,20303.75598,1562358.858,331101.525,1077.200858,172321.0284,957.6116933,299566.4841,29068.23316,167171.0858,598.3837616,34388951.51,8928.675084,20666.48022,7.404803249,231632.5993,35861.87733,178116.5755,13827.92497,47979.60163,44907.32079,43.00481885,34370.84863,2.990401311,5134.398632,143021.1891,6795.263528,256010.5121,297948.8009,56246.06903,2150.653277,22420.1019,1.640448719,456697.1371,1409688.737,2048010.396,11.87616521,6536068.412,30305.10144,170.6235809,20709.78659,35224.01987,16539.9238,453112.8345,10554.61379,26054.80449
Lysimachia.vulgaris,3.631201592,10489.52383,24038.2464,0.982560431,218527.6596,16110726.67,3229353.506,4984254.805,50105.678,20705.0385,54940.54272,251.6351503,15286.4976,204.1650724,67553.56074,84597.34024,159.114942,4956151.887,79967.26206,15546.07076,392698.3199,46696.19507,152410.3026,42920.2829,17209.99974,200.8147267,1.922400843,8380.594637,120.8124435,60378.683,193341.875,16.64656729,227871.1634,144.3674205,131.0763479,133490.1948,22498.82942,5976.666314,2114531.388,86.45807567,166742.2522,46478.21948,701.8834674,0.982560431,31738.23416,45386.64114,847372.0046,10846.95411,43138.04132,33408.8237,63735.80873,3020759.834,118447.2295,52709.67432,10682.51439,15802.01821,2416607.537,44071.80399,120.8050245,25.24753107,42.67729871,51756.40074,249.5574334,0.384480169,190.4946664,262517.6024,2114576.472,12326.78852,9244.3467,9847504.288,14057.57764,0.491280215,8966.555003,33295.77273,0,488369.4342,12482.34258,18435.98099,11281.14689,106622.7376,584.9652164,12334.62613,5421.185319,80.77276128,906228.802,4531140.581,52633.61934,1528630.96,251583.2946,12202.42471,120900.1894,8892.582573,299566.5949,75352.02128,129722.5038,13313.80443,31392677.1,12799.71193,23386.15227,7.447523268,187037.6777,38130.12108,178116.6182,32427.80283,64126.47595,38944.773,43.04753887,46447.07332,3.03312133,8408.444031,160287.4792,13632.55835,286411.0739,318413.4624,43002.96364,15318.04941,9397.714652,1.5977287,403943.8208,1409688.774,2014497.233,11.91888522,6536097.969,28488.77803,19563.39901,42360.18998,26885.98954,25718.75256,453112.8881,18043.54772,49144.08211
Lythrum.salicaria,2.909029843,3391.539704,669.6047058,1.70473218,188831.3312,16110726.16,2576113.579,4984254.298,477767.257,583613.4161,633689.9014,250.9129786,15284.57312,339.928529,700513.66,78860.94374,251.6883106,4216314.934,764461.4691,470170.2131,392697.8519,647517.2407,139827.2545,552905.4386,8413.426327,3.854163434,1.200229093,7256.117074,216.8055692,633295.0082,193341.4179,15.92439555,544151.8683,240.365768,227.0744225,304272.3165,424894.8102,5976.082203,2114530.886,36.75048113,509621.0377,49202.55931,685.6214442,1.70473218,28022.72424,43625.84898,288179.1538,10844.98164,55036.09196,599523.7545,537088.8265,3020759.329,663714.3569,553341.394,10680.5473,15800.96849,2416607.033,446665.3084,216.8039017,24.52535932,41.95512696,41461.42048,171.0680526,0.337691581,326.258123,595008.1738,1993615.729,12324.84226,417.4466976,9847495.36,659349.8992,1.213451965,8964.834861,617065.743,488369.4342,0,5316.305238,936.6965953,681.5708375,94177.92639,584.2430447,880.3879504,5419.022795,29.90181036,906228.3105,4531140.074,677640.6775,902714.6049,292667.584,467.4377619,511437.6897,604.3017108,299566.2143,897029.8836,557746.9092,13312.76301,24316660.58,670.861241,17895.08923,6.725351518,333796.4872,588310.4901,178115.896,577764.8767,562858.9589,29691.19284,42.32536712,487137.4843,2.31094958,1286.301127,160287.0544,1881.292033,286410.6802,318413.1382,489133.878,1169.982228,449412.1158,2.31990045,588278.6196,1409688.275,1394426.723,11.19671348,6536068.044,30346.56234,457.5396007,422742.3632,404243.4726,490544.7765,453112.4184,11934.26448,567509.0527
Maianthemum.canadense,72.30668313,3235.946565,1495.988977,76.92044515,201839.1217,16110672.97,4271962.951,4984201.107,15241.11129,12202.29322,17768.62636,175.6972656,2349.826655,77.40867393,91112.81501,83128.53518,60.73860012,259627.357,75637.19924,27676.0947,392644.6049,24510.40512,159486.8515,16181.54093,2063.275624,77.68940549,74.01548387,3631.331065,60.90051535,60695.47648,193288.1719,59.29131742,233769.4892,76.31806553,67.38882411,10965.34031,5488.60271,4394.32873,2114477.688,52.09530499,1285.779557,64384.2901,1379.771337,76.92044515,33451.27513,53383.14312,6473.783089,1495.667017,69019.52693,4490.081463,58862.56298,3020706.136,130775.4526,477.9662209,1638.017132,4394.320757,2416553.837,5564.709759,61.80243712,50.69035365,33.26058601,47845.26559,127.0015823,75.55340455,63.73826794,234939.4899,1993575.406,215.6495886,241.6544397,12060631.82,1386.432214,76.42916493,1922.710522,1192.642576,12482.34258,5316.305238,0,975.8905422,1834.757967,110275.7029,509.0273317,248.1330409,6194.339932,55.03806499,906175.0972,4531086.883,1133.63181,3583.947537,133662.4783,516.9274437,318.5701152,345.3213201,473602.5354,7874.810128,51998.26317,641.806305,31392643.08,8930.51249,35750.37417,68.49036145,169433.843,25291.40181,178040.6803,13361.57424,34152.14092,30632.45297,32.89034585,35496.02649,72.90476339,4863.325444,142987.2945,6763.734455,255976.4823,376843.8151,59748.69651,466.0665173,5632.753562,77.53561342,402750.2642,1409635.072,270170.2761,64.01899949,6536024.711,41664.9294,1161.881015,12213.97113,29088.37862,16716.57391,453059.1719,9510.164228,14054.6161
Maianthemum.racemosum,243.0128265,2760.284722,170.5098348,247.6265885,266923.4481,22783761.51,4271877.648,7048554.096,24043.06483,13148.34177,19171.8023,4.991122216,226.1241791,NA,111572.1338,117458.4467,172.9804758,335161.5786,92544.5553,36783.91398,555112.6169,29985.28559,205707.6014,23923.02847,916.9639407,248.3955489,244.7216273,231.7988216,244.6931473,101359.5157,273180.0448,229.9974608,421201.6718,245.9177878,245.8537078,16652.49333,388.9940362,242.7565064,2990152.317,244.2944271,1190.096748,91023.54569,1779.78006,247.6265885,51013.49014,75400.65235,8033.844859,245.1488275,129576.0702,5111.646492,82987.37775,4271752.879,206574.9004,378.9711673,242.5001863,197.1315264,3417352.504,9451.134036,246.1741079,221.3964971,203.9667294,58457.3026,10.61592465,246.2595479,NA,498298.4612,2990278.589,229.9120208,950.0897732,17056188.43,1025.800076,247.1353083,238.3136245,1103.964762,18435.98099,936.6965953,975.8905422,0,1771.05655,237993.6391,338.3211883,1143.855453,218.918736,248.4126369,1281354.405,6407753.815,1067.901997,4263.63464,218199.3509,291.8287532,1506.05809,595.7571236,669604.4201,10044.80819,63663.01146,NA,38447893.3,134.8600227,43664.40288,239.1965049,293261.5741,48890.55912,177869.9742,16304.77652,68212.11644,59261.7752,203.5964893,51694.95434,243.6109068,1980.452213,319558.3151,444.8029419,572208.6728,842195.9957,83915.2447,1496.116251,6691.250412,248.2417568,854276.2279,1993354.33,427081.4919,234.7251429,8004841.894,53754.71683,86.70172106,21119.12412,46579.02091,26731.12787,640551.7145,15615.09634,16309.47239
Marrubium.vulgare,1.187616521,3217.968443,78.5232773,5.801378543,201872.2304,16110723.26,3488072.147,4984251.395,14089.92949,7948.470213,11203.55249,246.8163322,15.70103089,5.553602434,56703.33942,105174.9649,48.72389673,192328.3344,58566.38498,22966.07419,392694.8925,17019.31832,190546.7627,14539.44636,1172.02788,7.940809216,2.89641727,8.843616038,27.56363151,54133.25362,193338.4786,11.82774918,243251.9523,4.878098656,17.45238228,10635.13403,1060.894014,46.22234207,2114527.977,2.469217082,333.0961675,51376.80153,699.8317323,5.801378543,39655.8066,61704.93614,3778.982403,3.323617457,64809.11237,1923.256304,47980.88927,3020756.425,110488.3778,1051.559292,0.674976296,31.63927822,2416604.126,6335.683514,27.66039961,20.42871296,37.8584806,41456.39287,94.7537412,4.434337944,19.22400843,332282.3538,2441651.545,11.91318922,622.9543205,13926459.16,477.4249649,5.310098328,3.511585539,425.7626452,11281.14689,681.5708375,1834.757967,1771.05655,0,136228.5877,580.1463983,2350.545674,22.90647404,59.54044767,906225.3851,4531137.171,465.4643351,1609.367034,189012.7192,1630.775285,1927.525872,1107.616654,273463.5848,7317.580088,31964.05967,16.6608073,34388949.4,49.46117535,23431.39215,2.628705155,216635.7321,37015.18966,178111.7994,13759.00079,51630.65283,48515.8483,38.22872075,32759.07778,1.785696783,618.75655,226132.8491,523.5776249,404783.6302,280812.6072,47536.99068,2547.254856,3033.104092,6.416546813,441210.0566,1409685.36,228346.6382,7.100067112,6536065.654,29857.95271,165.7609191,13196.43671,31720.9214,15371.11917,453109.4573,11982.992,11281.69855
