"year","region","mtype","Agriades.glandon","Anthocharis.sara.stella","Boloria.freija","Boloria.frigga","Boloria.kriemhild","Boloria.montinus","Boloria.selene","Callophrys.sheridanii","Cercyonis.oetus","Cercyonis.sthenele","Chlosyne.palla","Coenonympha.haydenii","Coenonympha.tullia.inornata","Colias.alexandra","Colias.christina","Colias.eurytheme","Colias.gigantea","Colias.pelidne","Colias.philodice","Danaus.plexippus","Erebia.epipsodea","Euchloe.sp.","Euphilotes.enoptes.ancilla","Euphydryas.chalcedona","Euphydryas.editha","Euphydryas.gillettii","Glaucopsyche.lygdamus","Glaucopsyche.piasus","Limenitis.weidemeyerii","Lycaeides.idas","Lycaeides.melissa","Lycaena.cupreus","Lycaena.dione","Lycaena.editha","Lycaena.helloides","Lycaena.heteronea","Lycaena.hyllus","Lycaena.mariposa","Lycaena.nivalis","Nymphalis.antiopa","Nymphalis.californica","Nymphalis.milberti","Oeneis.chryxus.chryxus","Oeneis.uhleri","Papilio.eurymedon","Papilio.machaon","Papilio.rutulus","Papilio.zelicaon","Parnassius.clodius","Parnassius.phoebus.smintheus","Phyciodes.campestris","Phyciodes.mylitta","Phyciodes.selenis","Phyciodes.tharos","Pieris.napi.marginalis","Pieris.napi.oleracea","Pieris.rapae","Plebejus.icarioides","Plebejus.lupini","Plebejus.saepiolus","Plebejus.shasta","Polygonia.faunus","Polygonia.gracilis","Polygonia.satyrus","Pontia.beckerii","Pontia.occidentalis","Pontia.protodice","Satyrium.titus","Speyeria.atlantis.hesperis","Speyeria.callippe","Speyeria.cybele","Speyeria.egleis","Speyeria.hydaspe","Speyeria.mormonia","Speyeria.zerene","Vanessa.cardui","Callophrys.dumetorum","Cercyonis.pegala","Colias.interior","Euptoieta.claudia","Lycaena.phlaeas","Lycaena.rubidus","Oeneis.jutta","Papilio.canadensis","Satyrium.sylvinus","Speyeria.edwardsii","Vanessa.annabella","Vanessa.atalanta"
2006,"G",2,1,1,0,1,9,0,8,0,6,0,0,17,3,0,1,0,5,3,2,0,16,6,0,0,0,3,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,9,0,1,0,9,0,0,3,1,17,0,0,0,0,0,0,0,0,1,2,0,0,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"G",3,1,1,0,0,0,0,0,0,15,0,2,27,1,0,1,1,0,0,5,0,4,2,2,0,0,0,0,0,0,0,2,0,0,6,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,7,0,0,11,1,1,0,0,0,0,0,0,0,0,2,5,0,7,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"G",4,0,1,0,0,3,0,0,0,12,1,0,28,0,0,0,0,0,2,2,0,4,3,0,1,5,0,3,0,1,3,7,0,0,7,18,4,0,3,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,1,24,2,7,0,0,0,0,0,1,0,1,0,1,1,2,0,49,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"G",5,2,0,0,0,0,0,0,0,26,0,0,13,8,0,0,0,0,1,3,0,10,0,0,0,0,0,0,0,0,0,4,0,0,18,5,7,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,1,1,0,0,23,3,10,0,0,0,0,0,0,1,0,2,2,0,1,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"G",6,1,0,0,0,0,0,0,0,30,0,0,9,8,0,1,0,0,5,3,0,7,1,1,2,3,0,2,0,0,2,5,0,0,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,4,10,0,0,0,0,0,0,0,0,0,6,0,3,0,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"T",1,1,1,0,23,1,0,13,0,8,0,0,3,4,2,0,0,5,0,1,0,16,0,2,0,0,0,5,0,1,0,0,1,0,0,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"T",2,0,1,0,1,6,0,11,0,4,0,0,10,6,0,0,1,2,1,2,0,31,4,0,0,0,0,0,0,0,0,1,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,53,0,0,0,0,0,0,0,0,0,1,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"T",3,9,0,0,0,2,0,0,0,5,0,0,20,4,1,0,0,2,0,2,0,14,4,0,0,0,0,3,0,1,4,12,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,8,4,29,1,0,0,0,0,0,0,0,0,7,0,7,0,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"T",5,0,0,0,0,0,0,0,0,20,0,0,16,11,1,0,0,0,0,1,0,10,0,2,0,4,0,1,1,0,0,2,0,0,2,1,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,7,6,0,0,0,0,0,0,0,0,0,8,0,1,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"T",6,0,1,0,0,0,0,0,0,18,0,0,0,43,0,0,0,0,0,0,0,4,0,5,0,2,0,1,2,0,0,0,0,0,1,0,37,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,28,2,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",1,2,1,0,0,4,0,0,0,5,0,8,19,0,0,0,0,0,2,1,0,28,2,1,3,0,1,4,0,0,1,2,0,0,1,23,1,0,0,0,0,1,0,1,0,0,0,0,0,5,0,6,0,0,0,5,0,0,2,0,4,1,0,0,0,1,0,0,0,5,0,0,0,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",2,3,0,0,0,4,0,3,0,8,0,0,52,2,0,0,0,5,0,6,0,25,5,0,0,0,2,1,0,0,0,5,0,0,2,68,8,2,0,0,0,1,0,1,0,0,0,0,0,0,1,8,0,3,0,3,0,0,11,1,7,3,0,0,0,1,0,0,0,2,0,0,0,2,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",3,1,0,0,0,2,0,1,0,26,0,4,80,1,0,0,0,0,0,6,0,13,2,0,1,2,0,1,0,0,0,2,0,0,1,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,1,3,0,1,3,0,2,2,0,0,0,2,0,0,0,9,7,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",4,1,0,0,0,0,0,0,0,13,0,0,41,2,0,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,10,0,0,3,32,8,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,0,0,37,0,8,0,0,1,0,0,0,0,0,2,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",5,1,0,0,0,0,0,0,0,30,0,0,18,2,0,0,0,0,1,5,0,3,0,0,1,0,0,0,0,0,1,4,0,0,11,4,11,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,0,0,0,0,34,0,7,1,0,0,0,0,0,0,0,1,5,0,1,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"G",6,1,0,0,0,0,0,0,0,52,0,1,22,1,0,0,0,0,1,4,0,4,1,0,7,0,0,1,0,0,5,11,0,0,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,1,0,5,0,0,0,0,0,1,0,2,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"T",1,0,0,0,3,1,0,0,0,13,0,0,11,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,4,0,17,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2007,"T",2,1,0,0,0,3,0,0,0,5,0,2,15,3,0,0,0,0,0,2,0,17,1,0,0,0,0,0,0,1,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2007,"T",3,3,0,0,0,0,0,0,0,20,0,0,13,1,0,0,1,0,1,4,0,26,1,1,0,0,0,1,0,0,8,6,0,0,1,14,6,0,0,1,2,1,0,1,0,0,0,1,1,3,0,2,0,1,0,0,0,0,19,5,22,0,0,0,0,1,0,0,0,2,12,0,0,0,39,1,0,0,0,0,0,0,0,0,4,0,0,0,0
2007,"T",5,0,0,0,0,1,0,0,0,38,0,0,19,6,0,0,0,0,0,5,0,7,2,0,1,0,0,1,1,1,0,2,0,0,3,0,16,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,60,0,3,3,0,0,0,0,0,0,0,2,17,0,0,0,5,9,0,0,2,0,0,0,0,0,1,0,1,0,0
2007,"T",6,0,0,0,0,0,0,0,0,23,0,0,1,32,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,3,0,41,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,6,1,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
