Source,Species,Family,Individual,Block,NewBlock,Treatment,Week,Height,Leaves,Flowering,StartWeek,EndWeek,Death
greenline,PrVu,Lamiaceae,27,3,3,control,1,2.8,5,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,2,2.9,7,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,3,2.9,7,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,4,3.1,6,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,5,3.6,10,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,6,4,10,N,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,7,4,18,n,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,8,4,17,n,1,9,0
greenline,PrVu,Lamiaceae,27,3,3,control,9,4,19,n,1,9,0
greenline,PrVu,Lamiaceae,28,1,1,control,1,3,6,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,2,3.9,5,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,3,3,6,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,28,1,1,control,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,29,1,1,bury,1,2.5,6,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,2,3,7,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,3,4.9,5,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,4,5.6,4,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,5,4.9,6,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,6,5.9,7,N,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,7,5,7,n,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,8,5.9,10,n,1,9,0
greenline,PrVu,Lamiaceae,29,1,1,bury,9,6.5,12,n,1,9,0
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,1,2,5,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,2,3,6,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,3,2.5,2,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,30,1,1,fertilizer,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,31,3,3,flood,1,5.7,11,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,2,6.5,15,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,3,8,27,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,4,8,25,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,5,8.8,32,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,6,9.1,43,N,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,7,9.1,40,n,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,8,9.2,44,n,1,9,0
greenline,PrVu,Lamiaceae,31,3,3,flood,9,9.3,49,n,1,9,0
greenline,PrVu,Lamiaceae,32,1,1,control,1,5.2,12,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,2,5.8,18,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,3,5.8,23,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,32,1,1,control,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,33,3,3,bury,1,2.9,8,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,2,4.1,3,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,3,5.5,2,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,4,6.1,4,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,5,5.5,6,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,6,5.2,6,N,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,7,6,8,n,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,8,6.1,7,n,1,9,0
greenline,PrVu,Lamiaceae,33,3,3,bury,9,6.2,9,n,1,9,0
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,1,3.2,6,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,2,3,2,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,3,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,4,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,5,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,6,.,.,N,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,7,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,8,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,34,1,1,fertilizer,9,.,.,n,1,3,1
greenline,PrVu,Lamiaceae,35,1,1,flood,1,3.6,7,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,2,5.5,8,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,3,6.4,11,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,4,8,14,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,5,7.8,15,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,6,8.5,15,N,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,7,8.5,19,n,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,8,8.5,19,n,1,9,0
greenline,PrVu,Lamiaceae,35,1,1,flood,9,8.5,23,n,1,9,0
greenline,PrVu,Lamiaceae,36,2,1,control,1,4.3,7,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,2,4.9,9,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,3,5.7,15,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,4,5.1,11,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,5,.,.,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,6,.,.,N,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,7,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,8,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,36,2,1,control,9,.,.,n,1,5,1
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,1,4.9,12,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,2,5.7,18,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,3,6.2,19,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,4,6.5,21,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,5,7.6,27,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,6,8.2,49,N,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,7,8.7,67,n,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,8,8.9,92,n,1,9,0
greenline,PrVu,Lamiaceae,37,1,1,fertilizer,9,10,92,n,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,1,3,6,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,2,4,7,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,3,4,8,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,4,4,10,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,5,4.5,11,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,6,4.7,10,N,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,7,5,22,n,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,8,5.7,26,n,1,9,0
greenline,PrVu,Lamiaceae,38,2,1,fertilizer,9,6.3,40,n,1,9,0
greenline,PrVu,Lamiaceae,39,2,1,bury,1,2.5,6,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,2,.,.,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,3,.,.,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,4,.,.,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,5,.,.,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,6,.,.,N,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,7,.,.,n,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,8,.,.,n,1,2,1
greenline,PrVu,Lamiaceae,39,2,1,bury,9,.,.,n,1,2,1
greenline,PrVu,Lamiaceae,40,1,1,flood,1,3.4,6,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,2,4.1,6,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,3,6,8,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,4,7,8,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,5,7.1,11,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,6,8,13,N,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,7,8.2,16,n,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,8,8,19,n,1,9,0
greenline,PrVu,Lamiaceae,40,1,1,flood,9,8,23,n,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,1,4.1,6,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,2,5.3,5,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,3,7,8,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,4,8.2,11,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,5,8.7,15,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,6,8.5,16,N,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,7,8.5,18,n,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,8,8.5,23,n,1,9,0
greenline,PrVu,Lamiaceae,41,2,1,flood,9,8.3,21,n,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,1,4.9,10,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,2,9,12,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,3,9,23,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,4,10.3,23,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,5,11,23,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,6,11.2,24,N,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,7,11.6,33,n,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,8,11.4,33,n,1,9,0
greenline,PrVu,Lamiaceae,42,2,1,flood,9,11.4,33,n,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,1,4,8,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,2,5.9,10,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,3,6.6,12,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,4,8.3,17,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,5,9,19,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,6,9.4,21,N,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,7,9.9,28,n,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,8,9.6,31,n,1,9,0
greenline,PrVu,Lamiaceae,43,1,1,flood,9,9.6,31,n,1,9,0
greenline,PrVu,Lamiaceae,44,2,1,control,1,5.4,8,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,2,6.2,11,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,3,6.2,13,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,44,2,1,control,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,1,4.1,7,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,2,5.6,12,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,3,6.8,12,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,4,6.8,13,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,5,7,15,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,6,7.6,28,N,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,7,7.6,34,n,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,8,8,46,n,1,9,0
greenline,PrVu,Lamiaceae,45,2,1,fertilizer,9,8.5,57,n,1,9,0
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,1,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,2,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,3,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,4,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,5,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,6,.,.,N,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,7,.,.,n,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,8,.,.,n,1,1,1
greenline,PrVu,Lamiaceae,46,2,1,fertilizer,9,.,.,n,1,1,1
greenline,PrVu,Lamiaceae,47,1,1,bury,1,3.1,6,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,2,3.6,3,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,3,1.1,1,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,47,1,1,bury,9,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,1,4,7,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,2,5.5,7,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,3,5.6,6,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,4,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,5,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,6,.,.,N,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,7,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,8,.,.,n,1,4,1
greenline,PrVu,Lamiaceae,48,2,1,control,9,.,.,n,1,4,1
upslope,SoFl,Asteraceae,1,1,3,bury,1,4.2,9,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,2,6.3,6,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,3,9,6,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,4,9.5,5,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,5,9.6,6,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,6,9.4,7,N,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,7,5.5,4,n,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,8,.,.,n,1,8,1
upslope,SoFl,Asteraceae,1,1,3,bury,9,.,.,n,1,8,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,1,0.2,2,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,2,.,.,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,3,.,.,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,4,.,.,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,5,.,.,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,6,.,.,N,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,7,.,.,n,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,8,.,.,n,1,2,1
upslope,SoFl,Asteraceae,2,1,3,fertilizer,9,.,.,n,1,2,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,1,2,7,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,2,1.6,10,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,3,1.7,11,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,4,2.9,8,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,5,.,.,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,6,.,.,N,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,7,.,.,n,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,8,.,.,n,1,5,1
upslope,SoFl,Asteraceae,3,3,1,fertilizer,9,.,.,n,1,5,1
upslope,SoFl,Asteraceae,4,1,3,control,1,3,10,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,2,3.5,8,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,3,3.6,7,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,4,.,.,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,5,.,.,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,6,.,.,N,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,7,.,.,n,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,8,.,.,n,1,4,1
upslope,SoFl,Asteraceae,4,1,3,control,9,.,.,n,1,4,1
upslope,SoFl,Asteraceae,5,1,3,control,1,0.2,2,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,2,.,.,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,3,.,.,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,4,.,.,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,5,.,.,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,6,.,.,N,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,7,.,.,n,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,8,.,.,n,1,2,1
upslope,SoFl,Asteraceae,5,1,3,control,9,.,.,n,1,2,1
upslope,SoFl,Asteraceae,6,3,1,control,1,3.5,6,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,2,3.5,5,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,3,3.5,5,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,4,2.2,5,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,5,.,.,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,6,.,.,N,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,7,.,.,n,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,8,.,.,n,1,5,1
upslope,SoFl,Asteraceae,6,3,1,control,9,.,.,n,1,5,1
upslope,SoFl,Asteraceae,7,1,3,flood,1,5.6,8,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,2,5.8,9,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,3,8.5,10,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,4,8.5,8,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,5,9.1,8,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,6,8.3,9,N,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,7,9,7,n,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,8,10.6,9,n,1,9,0
upslope,SoFl,Asteraceae,7,1,3,flood,9,10.1,7,n,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,1,2.5,4,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,2,2.4,4,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,3,2.2,3,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,4,3.5,4,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,5,3.9,4,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,6,3.5,3,N,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,7,3.5,5,n,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,8,3.6,5,n,1,9,0
upslope,SoFl,Asteraceae,8,3,1,bury,9,3,6,n,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,1,3,5,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,2,3,5,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,3,3.5,3,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,4,3.7,4,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,5,5.1,5,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,6,3.4,4,N,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,7,3.3,4,n,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,8,3,5,n,1,9,0
upslope,SoFl,Asteraceae,9,3,1,bury,9,3.4,6,n,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,1,2.1,7,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,2,2.1,11,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,3,4.5,10,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,4,5.3,14,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,5,7.2,13,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,6,10.8,13,N,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,7,14.9,21,n,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,8,19.6,24,n,1,9,0
upslope,SoFl,Asteraceae,10,2,2,fertilizer,9,21.1,22,n,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,1,4.1,6,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,2,5.2,5,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,3,6.3,9,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,4,6.5,6,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,5,7.1,6,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,6,6.5,6,N,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,7,7.4,7,n,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,8,8.2,7,n,1,9,0
upslope,SoFl,Asteraceae,11,3,1,flood,9,7.7,7,n,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,1,4.8,7,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,2,6,8,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,3,5.7,8,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,4,8,9,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,5,8.6,9,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,6,8.3,9,N,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,7,8,5,n,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,8,8,7,n,1,9,0
upslope,SoFl,Asteraceae,12,1,3,flood,9,8,5,n,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,1,3.7,7,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,2,4.7,5,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,3,5.3,7,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,4,8.4,7,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,5,8.6,8,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,6,8.5,7,N,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,7,9,8,n,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,8,9.3,11,n,1,9,0
upslope,SoFl,Asteraceae,13,3,1,control,9,9.6,12,n,1,9,0
upslope,SoFl,Asteraceae,14,2,2,control,1,2.9,7,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,2,1.5,5,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,3,2.5,4,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,4,3.2,3,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,5,3.1,4,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,6,3.2,5,N,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,7,3.4,5,n,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,8,3.7,6,n,1,9,1
upslope,SoFl,Asteraceae,14,2,2,control,9,.,.,n,1,9,1
upslope,SoFl,Asteraceae,15,3,1,fertilizer,1,4.1,5,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,2,5.1,5,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,3,5.7,6,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,4,6,6,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,5,7,7,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,6,9.5,7,N,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,7,14.1,9,n,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,8,21.4,12,n,1,9,0
upslope,SoFl,Asteraceae,15,3,1,fertilizer,9,26.2,12,n,1,9,0
upslope,SoFl,Asteraceae,16,2,2,bury,1,6.8,6,N,1,9,1
upslope,SoFl,Asteraceae,16,2,2,bury,2,6.2,5,N,1,9,1
upslope,SoFl,Asteraceae,16,2,2,bury,3,7.2,4,N,1,9,1
upslope,SoFl,Asteraceae,16,2,2,bury,4,6.6,5,N,1,9,1
upslope,SoFl,Asteraceae,16,2,2,bury,5,6,5,N,1,9,1
