"Acalypha.rhomboidea","Acer.saccharum","Adiantum.pedatum","Ageratina.altissima","Agrimonia.gryposepala","Agrostis.perennans","Agrostis.scabra","Alisma.subcordatum","Alliaria.petiolata","Ambrosia.artemisiifolia","Ambrosia.trifida","Amphicarpaea.bracteata","Anemone.canadensis","Apios.americana","Arctium.lappa","Arisaema.triphyllum","Asarum.canadense","Athyrium.filix.femina","Bidens.connata","Bidens.frondosa","Boehmeria.cylindrica","Brassica.nigra","Bromus.ciliatus","Calystegia.sepium","Carex.bullata","Caulophyllum.thalictroides","Chamaesyce.maculata","Chelone.glabra","Cicuta.maculata","Cinna.arundinacea","Circaea.lutetiana","Clematis.virginiana","Cryptotaenia.canadensis","Cynodon.dactylon","Cyperus.compressus","Cyperus.strigosus","Dactylis.glomerata","Daucus.carota","Decodon.verticillatus","Dichanthelium.clandestinum","Didiplis.diandra","Digitaria.cognata","Digitaria.sanguinalis","Dryopteris.camyloptera","Dryopteris.carthusiana","Dryopteris.marginalis","Echinochloa.muricata","Echinocystis.lobata","Eleocharis.intermedia","Elymus.canadensis","Elymus.virginicus","Epilobium.hirsutum","Eupatorium.purpureum","Eurybia.divaricata","Eutrochium.purpureum","Fallopia.japonica","Fragaria.vesca","Galium.aparine","Galium.asprellum","Galium.boreale","Galium.palustre","Galium.triflorum","Geranium.maculatum","Geum.laciniatum","Glechoma.hederacea","Glyceria.borealis","Halenia.deflexa","Helianthus.giganteus","Helianthus.strumosus","Heliopsis.helianthoides","Hemerocallis.fulva","Hieracium.paniculatum","Hydrocotyle.americana","Hylotelephium.telephium","Hypericum.mutilum","Impatiens.capensis","Impatiens.pallida","Lactuca.canadensis","Laportea.canadensis","Leersia.oryzoides","Lobelia.cardinalis","Ludwigia.palustris","Lycopus.uniflorus","Lysimachia.ciliata","Lysimachia.nummularia","Lysimachia.vulgaris","Lythrum.salicaria","Maianthemum.canadense","Maianthemum.racemosum","Marrubium.vulgare","Matteuccia.struthiopteris","Menispermum.canadense","Mimulus.ringens","Mitchella.repens","Mollugo.verticillata","Muhlenbergia.mexicana","Muhlenbergia.schreberi","Muhlenbergia.sobolifera","Myosotis.laxa","Myosoton.aquaticum","Oenothera.biennis","Onoclea.sensibilis","Oxalis.grandis","Oxalis.stricta","Panicum.capillare","Panicum.dichotomiflorum","Parthenocissus.quinquefolia","Paspalum.setaceum","Pastinaca.sativa","Peltandra.virginica","Penthorum.sedoides","Petasites.frigidus","Phytolacca.americana","Pilea.pumila","Plantago.major","Polygonum.arifolium","Polygonum.cespitosum","Polygonum.hydropiper","Polygonum.hydropiperoides","Polygonum.lapathifolium","Polygonum.persicaria","Polygonum.sagittatum","Polygonum.virginianum","Polystichum.acrostichoides","Potentilla.simplex","Prunella.vulgaris","Ranunculus.recurvatus","Rhamnus.cathartica","Rubus.allegheniensis","Rubus.hispidus","Rubus.occidentalis","Rubus.odoratus","Rubus.pubescens","Rumex.obtusifolius","Rumex.triangulivalvis","Sanicula.odorata","Scirpus.polyphyllus","Scutellaria.lateriflora","Sinapis.arvensis","Smilax.glauca","Solanum.dulcamara","Solanum.ptycanthum","Solidago.altissima","Solidago.canadensis","Solidago.flexicaulis","Solidago.gigantea","Stellaria.pubera","Symphyotrichum.dumosum","Symphyotrichum.lateriflorum","Teucrium.canadense","Thalictrum.pubescens","Thalictrum.thalictroides","Thelypteris.noveboracensis","Thelypteris.palustris","Toxicodendron.radicans","Trifolium.arvense","Trifolium.campestre","Trifolium.pratense","Trifolium.repens","Urtica.dioica","Veronica.americana","Viola.fimbriatula","Viola.pubescens","Vitis.riparia","Xanthium.strumarium"
"Mitchella.repens",24.0940905617954,3890.6619854187,NA,28.7078525842669,534063.929630267,22783980.4281085,6041501.96236038,7048773.01499378,7051.72432316926,51.5520363322342,51.7166140036256,223.909858180768,8543.93623758372,NA,72.273727681641,117852.052831621,45.9382601401719,NA,185109.130583746,38085.5960914637,555331.535593055,19.0368540583962,252059.700006062,5426.74762529692,NA,8585.39572560199,29.4768129213455,25.8028913108589,2563.1356775921,25.7744113012226,1003.33584319661,273398.963497667,11.0787248592764,421337.031764313,26.9990518352034,26.9349718071135,20747.7654606991,5414.12840641481,1281.57300384583,2990371.23596795,NA,17.9515598208067,18.151136217879,NA,8.74905983520515,NA,NA,1998.69879614213,28.7078525842669,62614.4478025699,106807.383979685,23.727246691997,4699.1267019409,NA,NA,5425.40494324999,10680.4085370471,92891.6670559518,4271971.79776558,206684.794387428,22.0512969398281,4556.69427114385,11107.1143018391,3417571.42323383,6492.1440600967,27.2553719475629,NA,2.47776108614208,14.9520065543057,82889.6594523532,208.302811310841,27.3408119850161,NA,NA,NA,498446.450386297,2990394.08492946,NA,5980.70106523796,102.489334589645,24121311.8431681,29.733133033705,28.2165723689111,4271.93995163132,6237.03781855836,5421.18531908792,5419.02279510219,6194.33993167027,218.918735964398,22.9064740411963,12.7461001343408,557.239924269609,182.71643416097,0,21.4782761412549,1281573.32351369,6407972.73409497,NA,28.5156124999973,28.3505578806365,377850.96055743,3.605569580524,NA,28.1610363445666,10.0878271126934,669823.338869254,17602.8216858431,NA,0.231908671866617,7892.46566342306,76896005.4272054,4698.18766650092,61962.04432145,20.2777688860389,359183.710125128,NA,NA,69216.7926727794,178088.892917901,59.7941458765015,96569.6442649451,83901.7714319599,15.3222467137548,NA,NA,63454.6547923488,24.6921708239677,2515.26504232184,160016.970382187,2071.30771875265,286267.669032579,421233.666272419,13072.0240469501,5406.25759428429,NA,NA,NA,27.2553719475629,NA,NA,2220.69283117259,NA,29.3230208539298,854408.134895392,1993573.24829531,427202.914897262,NA,NA,NA,NA,15.8064069288374,NA,11320774.8876525,NA,112.19985718351,NA,NA,24078.178621019,66205.930614565,5380.77494642231,640770.633205819,NA,NA,17320.1627959904,5495.51782772063
"Mollugo.verticillata",5.39981036704068,4870.75599325533,NA,0.786048344569213,377661.0822276,22784009.9220094,6041522.81767645,7048802.50889471,114.502019236016,52.0451814868581,63.1964027773733,253.403759109604,17.1754046517794,NA,75.3525720629362,166282.576446347,75.432161069008,NA,185138.624484675,37714.4024704625,555361.029493984,118.242507015995,356471.617830643,169.663231224227,NA,1212.12457332843,0.0170880074906351,3.69100961797717,53.8817781760835,3.71948962761356,22.8729435955057,273428.457398596,18.4151760695597,595844.449810026,2.49484909363272,2.5589291217226,23681.9001500371,76.8813326855166,4.49614345856535,2990400.72986888,NA,6.38210200482568,6.46019349555414,NA,1.48665665168525,NA,NA,2028.19269707097,0.786048344569213,51141.5151749545,106836.877880614,59.8660230957337,4.97765768208301,NA,NA,12.1025202334059,57.6543049334778,107278.90302753,4272001.29166651,292316.67705712,7.44260398900805,4.52912839832781,36.3675617274516,3417600.91713476,31.7921497167198,2.23852898127319,NA,27.016139842694,44.4459074831418,58632.7136047152,237.796712239678,2.15308894382002,NA,NA,NA,704872.333051999,4229065.67993827,NA,13.3738475454722,103.665895006515,24121341.337069,0.239232104868891,1.27732855992497,9.27629376421424,3.39264734388943,80.7727612781685,29.9018103555686,55.0380649874644,248.412636893235,59.5404476721497,5.48369695082089,586.733825198445,177.227121622228,21.4782761412549,0,1281602.81741462,6408002.22799589,NA,0.978288428838857,1.14334304819958,308531.045679213,3.6568336029959,NA,1.33286458426953,11.4285045811022,669852.832770183,12467.9390678957,NA,41.7388559429157,0.683520299625403,76896034.9211063,7.95752451112747,43834.6378692505,9.21613204279718,414731.164578923,NA,NA,69237.6477649472,178118.38681883,70.0430580017269,96590.4997895549,83922.6266491321,44.8161476425909,NA,NA,73242.8100729899,4.80173010486845,165.651615816146,226137.505819617,17.1692974994611,404788.287069826,595698.153913337,2.52048110486867,57.9253580761229,NA,NA,NA,2.23852898127319,NA,NA,226.128621457301,NA,0.170880074906351,986576.635410565,1993602.74219624,604152.543997765,NA,NA,NA,NA,13.6874939999987,NA,11320804.3815535,NA,141.693758112346,NA,NA,27406.4607468881,66001.1113546541,48.1046720060742,640800.127106747,NA,NA,18173.6427252478,907.30466748725
"Muhlenbergia.mexicana",1281597.41760425,520400.087300336,69.7213740541593,1281602.03136627,305169.43291554,8778320.94143444,2964862.66597092,2354449.41529557,906215.546486552,906206.348193034,906160.819285265,1281349.41365551,1281580.52895685,99.0008207036689,906158.082476126,427208.919122668,906176.7045691,98.7680509423648,447629.663982217,496544.158933351,296486.970295583,906222.70116608,317403.238632841,906060.472879625,NA,522519.5813123,1281602.80032661,1281599.126405,1281586.20359934,523210.64437682,906217.219659611,411585.464177702,1281584.40223855,179201.310311881,523211.19021276,523211.115434444,506466.748244431,906223.794365168,523209.860451391,697613.830630691,NA,1281598.69920481,906227.324455332,NA,232.311461835184,NA,NA,904795.894177052,1281602.03136627,487049.818876037,479596.193800222,906229.750439617,1281599.55360519,NA,NA,906217.947852916,906182.765005541,447354.530162284,1220825.06576449,354443.062997755,906224.792539332,1281596.90496403,906193.781876696,872017.576317824,906226.609944529,523211.24719755,NA,1281575.80127478,1281558.37150714,489360.574316514,906061.895436778,1281600.66432567,NA,NA,99.7608941419432,116254.469516691,1918440.05417859,NA,1281584.31679851,523188.844166008,9324284.20549654,523212.260171526,1281601.54008606,1281592.71840219,906228.762309738,906228.802041202,906228.310486551,906175.097197,1281354.40477773,906225.385108861,655.097247137499,1281016.08358942,1281592.5048021,1281573.32351369,1281602.81741462,0,2092843.79587084,NA,906229.351385842,906229.234659245,305047.845464222,489.571414606694,NA,906229.103182721,906219.13471893,249745.887509874,516013.803023233,NA,906209.351744505,68.5080469726002,30869462.6407709,739927.256141325,497904.222466723,1281593.60128258,229952.952951083,NA,NA,483237.893583681,493493.253394993,906176.102790481,467445.63809452,474759.504819132,1281558.00126698,NA,NA,471421.733304276,1281598.01568451,906085.735348924,392651.612355258,523202.296136301,289507.539315883,179285.677282093,NA,906221.349466031,NA,NA,NA,1281600.57888564,NA,NA,906027.500521611,NA,1281602.64653454,174403.08765677,290672.768063012,174404.528911853,NA,NA,NA,NA,1281589.12992062,NA,4098486.87635029,20.932809176028,906129.865046947,NA,NA,503833.226137577,476542.514632969,906229.722976892,261606.603403248,NA,NA,510361.493677702,905135.826631412
"Muhlenbergia.schreberi",6407996.82818553,2420933.76364096,84537.0147900808,6408001.44194755,2221104.70081215,6685477.14577104,872018.872092169,254284.422405073,4531127.33267225,4531118.1344372,4531072.60552206,6407748.82423679,6407979.93953812,72851.9697781999,4531069.86871232,2333950.86985889,4531088.49072278,87327.5004697032,2540473.43236051,2589387.94444763,2389330.7644285,4531134.44543019,2410246.97816676,4530972.25911968,NA,2422160.98225402,6408002.21090789,6407998.53698628,6407985.61418061,2422318.08825508,4531129.00583995,2320088.36826062,6407983.81281982,2111555.77590223,2422801.03985984,2423145.84234208,2599310.46741093,4531135.55256513,2423426.11986001,1395229.97067327,NA,6407998.10978609,4531139.11062555,NA,230.60266108612,NA,NA,4529707.68046511,6408001.44194755,2579893.61417686,2572439.98317056,4531141.53670257,6407998.96418646,NA,NA,4531129.73414579,4531094.55108924,2540198.31655573,872018.731917251,2447286.85116766,4531136.56897372,6407996.3155453,4531105.56808066,1220826.22470404,4531138.38492821,2423143.47802511,NA,6407975.21185605,6407957.78208841,2582204.35507574,4530973.68163535,6408000.07490695,NA,NA,74421.6025473339,2209097.7517721,174403.788995456,NA,6407983.72737979,2422288.49770754,6695337.50095081,2422844.21749356,6408000.95066733,6407992.12898347,4531140.54850199,4531140.58057499,4531140.07371643,4531086.88267545,6407753.815359,4531137.17129289,653.388446388436,6407415.4941707,6407991.91538337,6407972.73409497,6408002.22799589,2092843.79587084,0,NA,4531141.13755641,4531141.02084188,2397891.57202379,487.862613857631,NA,4531140.88731412,4531130.90589172,2342589.68133882,2415912.37488771,NA,4531121.13794847,42833.5987712382,28776618.8451657,3699655.32976146,2590748.01600161,6407993.01186385,2150885.17707409,NA,NA,2576081.59938709,2786088.75420181,4531087.8737229,2560289.40877746,2567603.22098495,6407957.41184825,NA,NA,2564265.5026886,6407997.42626579,4530997.52148867,2302452.21670347,2423294.57014852,2207016.93117642,2105295.14382811,NA,4531133.12828572,NA,NA,NA,6407999.98946691,NA,NA,4530939.2736073,NA,6408002.05711582,1777285.93656987,1670443.88262872,2267248.32170437,NA,NA,NA,NA,6407988.54050189,NA,1857993.76533464,22.6416099250915,4531041.63955009,NA,NA,2596677.00684494,2569386.2948994,4531141.40506939,2180691.67874014,NA,NA,2411676.55540907,4530047.61282671
"Muhlenbergia.sobolifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myosotis.laxa",4.42152193820182,2412.4142423664,246.331036818343,0.192240084269644,218045.016162983,16110727.2267324,3488074.43039081,4984255.36153016,121243.887128117,36843.8946440821,11980.730195414,252.425470680765,21.3101693442941,6.88646701872593,67083.2048270991,105170.970352282,52.6585730870033,5017475.43529855,55893.231123659,50120.0731752873,392698.858845841,19426.3953709008,190544.818994433,14044.0714479795,NA,1104.86460937623,13.9633318164637,2.71272118913832,15.6355268539311,28.497403495864,54164.0801459092,193342.445333957,17.4368876407209,249830.062010926,4.98615003033403,18.1951786608431,191396.652743837,69651.844957804,47.2759856282764,2114531.94282926,NA,3.13992137640419,205823.42069331,NA,51850.1058770154,211.532444726571,12.4963904788543,737.270507062948,0.192240084269644,33497.9868734713,43631.5377702384,1038870.73165206,2.28552100187244,NA,NA,64725.1493404284,17216.3134263499,45417.5104889298,3020760.3910174,110488.796989652,552.67989105288,4.93416216292087,35.653940415121,2416608.09220474,101763.579140615,28.445368992597,NA,26.0378514138552,43.4676190543029,47873.462841599,97.4297738904498,1.17480051498116,NA,NA,20.556873011234,300561.423088829,2441653.37040804,NA,17.522327678174,471.082810675964,9847495.9891983,47693.5788912053,0.299040131086114,6.45045759035745,20303.7559808485,52633.6193426947,677640.677515048,1133.63181049421,1067.90199726149,465.464335149593,129686.501989971,585.755536769607,1214.1409769042,28.5156124999973,0.978288428838857,906229.351385842,4531141.13755641,NA,0,1782880.31817541,363908.617869618,824.746036964429,NA,184908.17461838,623.80293211041,273465.874826105,7266.83777709515,NA,165766.489746676,17.9936718876387,31392674.4467573,117.103911095229,25309.6274367354,8.23784361395832,267373.887150127,NA,NA,49549.9460323898,178117.408530401,27925.489669632,46128.0896700856,44898.7188832143,43.837859213752,97.0427945393166,1613.34454469047,33519.7703592604,3.82344167602959,730.256878915979,226136.815504047,386.638660321236,404787.596565122,297848.731324996,NA,57325.2432913182,NA,NA,NA,1662.29118641764,NA,NA,39470.6950771916,NA,0.807408353932507,414795.498148752,1409689.32634661,2065894.47725987,NA,NA,NA,NA,12.7092055711598,NA,6536068.89610027,30331.8677683981,217.061839720274,NA,NA,11878.6599911646,46499.2098733106,24867.252488758,453113.423522792,NA,NA,12881.9533825386,11558.6253855168
"Myosoton.aquaticum",4.2564673188411,4407.461071196,228.565023182126,0.35729470363037,218070.902584381,16110727.1100202,3820994.02234806,4984255.24481868,1473624.97364947,1743880.05118009,1782573.80166796,252.260416061405,21.1451147249334,5.69600249972636,1748215.88157965,105230.677802113,52.5664352384557,3149439.72550534,1781690.37594096,1726896.65891982,392698.742087508,1572838.40531565,190570.671651493,1579811.52364107,NA,1111.56800359583,7.25878032014473,2.54766656977759,15.4704722345704,27.6496923659678,1780790.81309772,193342.328235105,17.2718330213601,1705927.1148107,4.13950559051025,17.3479344858234,1545316.6140156,1696296.30684605,46.4281327890219,2114531.82611384,NA,2.97486675704347,1550680.31017106,NA,49714.3779334417,186.430161722829,8.54400374531753,677.787646392622,0.35729470363037,44507.2096903218,61704.6107830928,541493.361374141,2.12046638251171,NA,NA,74748.4117021586,1763640.14633718,1776766.08142994,3020760.27429667,1787708.05795402,1782950.13490946,4.76910754356015,35.4893423023646,2416607.97548753,1664222.92299678,27.6004880110361,NA,25.8727967944945,43.3025644349422,47873.2952166479,96.687326235539,1.00974589562043,NA,NA,19.3664084922344,1897010.55125551,2441655.63839913,NA,17.3572730588133,626.211584211092,13926462.2890627,1596140.25777815,0.133985511725388,8.95566937876574,1562358.85828284,1528630.96031601,902714.604886185,3583.94753746402,4263.63463957254,1609.36703413375,134566.4649742,585.590482150246,4459.76144243707,28.3505578806365,1.14334304819958,906229.234659245,4531141.02084188,NA,1782880.31817541,0,1465511.46637045,3634.02034666076,NA,1894493.69997342,2803.74493951988,299566.782749729,2414705.46165007,NA,1600120.8158215,16.8032073686391,34388951.9977839,121.504571047387,20665.2784653191,8.0727889945976,1407471.99909815,NA,NA,2051372.72049154,178117.243475782,2060750.38168161,2083383.69286102,48614.4158270223,43.6728045943913,71.9405115355736,4463.32992426567,1766764.0892262,3.65838705666887,1309.30861162708,226136.698699409,401.101528880874,404787.479788093,376752.081853246,NA,1739564.77251213,NA,NA,NA,4560.42784655855,NA,NA,1538270.21111235,NA,0.972462973293233,1835491.32431396,1409689.2096255,592426.846014346,NA,NA,NA,NA,12.5441509517991,NA,6536068.80032853,28196.4554431046,207.663500233157,NA,NA,1580541.66228069,1541450.39536306,1757774.15057185,453113.306805532,NA,NA,13296.7894213336,2091421.60907044
"Oenothera.biennis",534386.042416267,118026.585400713,495.532878440372,534390.65617829,5458.34644083648,9083368.71037773,2312176.3449423,2659497.1916748,240565.055467149,302978.51292632,348170.925057129,534138.038467525,377856.05580206,248.165047068277,373397.354538874,90395.1661287506,377818.6753555,4457758.39841416,326367.575203575,211119.458537602,8563.55367513135,341270.726409319,9547.85418724202,322158.682346484,NA,153776.868256152,267195.712617535,534387.751217016,308521.455844056,218162.974784021,366132.568284811,106537.86462436,534373.027050565,199803.242556496,218163.564044839,218163.458457325,108592.517520489,204249.267519106,201978.933455533,1002661.61778874,NA,377868.903952667,206331.857458788,NA,52468.2096735032,925.08114192151,NA,217336.49932993,534390.65617829,119255.989541421,135206.488542981,713864.735757484,377869.507937892,NA,NA,230510.383983772,346732.548299844,249300.763121634,1525872.84529249,291461.150510163,301795.609444845,377867.634728309,308501.599692908,1177065.35935231,211471.343989182,218163.578839651,NA,534364.426086792,534346.996319151,159620.190021496,308393.912832932,534389.28913769,NA,NA,242.438384432829,257286.194476149,1642165.3248785,NA,377858.733680111,133584.578255295,7458848.48047131,285285.468999681,534390.164898074,308525.215124665,331101.524957669,251583.294637312,292667.583982192,133662.478310539,218199.350867502,189012.71921368,101671.771332968,533804.708401436,154360.40765761,377850.96055743,308531.045679213,305047.845464222,2397891.57202379,NA,363908.617869618,1465511.46637045,0,4920.07187022994,NA,193914.222665522,113999.704657443,55302.3322877746,346622.609010357,NA,240959.367115653,222.741415863113,20408508.3148006,168987.675517424,142434.025015076,534382.226094591,75584.029159479,NA,NA,232185.627944393,159330.170058702,274504.479375817,241409.868564594,95472.1712791104,534346.626078992,810.591491734255,8514.57575917875,225611.843968552,534386.640496529,125957.333309241,81105.6351610373,168981.933850816,14388.7610227232,108913.347789985,65.7556021567639,264515.398080371,NA,NA,NA,178243.63824529,NA,NA,244973.775979162,NA,534391.271346559,310054.634927222,595720.559690637,1766117.64321063,NA,NA,NA,NA,534377.754732634,NA,4076880.90872396,30326.5797025694,308449.772590499,NA,NA,213224.949221883,184193.419990711,267305.13318967,43441.7670312954,NA,NA,134501.981568859,293089.519650692
"Onoclea.sensibilis",NA,256.407962593994,440.157604867293,NA,624.002761188682,485.299412734036,377.093949896659,510.931423969988,18007.3606415525,12961.1752595352,18978.4607988441,NA,5.99789062921291,506.65942209733,99588.0092951916,744.01263354939,515.117985805194,259409.582169147,3661.15672500684,20635.4856698812,481.881811235909,26615.8935164497,243.265637397562,16776.0511788471,NA,596.002349899618,NA,NA,5.05805021722798,473.337807490591,71593.9160017372,387.043369662884,NA,1319.3868755361,506.65942209733,487.862613857631,766.720506302863,525.019979957853,315.972099489813,498.115418352012,NA,4.37452991760258,1003.94354454325,NA,64179.892504497,228.486895939141,NA,485.299412734036,NA,873.947837717899,1687.66423746568,5938.01909282929,2.58028913108589,NA,NA,81864.2682140427,4001.32966685139,485.153549955463,464.793803745274,1151.63248949845,384.947144934462,1.19331252594402,360.678974125191,488.717014232163,6975.72219835084,473.337807490591,NA,NA,NA,461.845055443503,510.675103857629,NA,NA,NA,492.989016104822,832.243814649138,2594.21344834379,NA,0.273408119850161,849.672092645267,1006.37084338955,1084.56686572784,NA,4.71629006741528,1077.20085750272,12202.4247083657,467.437761937497,516.927443708286,291.828753218934,1630.77528511267,114303.109836147,NA,973.349274300178,3.605569580524,3.6568336029959,489.571414606694,487.862613857631,NA,824.746036964429,3634.02034666076,4920.07187022994,0,NA,870.443055839929,345.104578755165,487.008213483099,305.316870653366,NA,56736.8509996177,350.414640527476,1722.9986577877,282.373546202358,646.623520203344,NA,4981.79247396517,NA,NA,1143.11965573513,NA,14927.6276918312,1088.13836316757,1174.99627039892,NA,113.997245751886,1087.89084024377,1318.33865742901,NA,1361.51502004608,337.628166385541,473.783405347384,331.078426624267,341.197943091098,1.13635249812723,66181.6689716674,NA,NA,NA,1641.21217100099,NA,NA,4078.29595505809,NA,NA,184.481480643157,489.571414606694,1764.45332225551,NA,NA,NA,NA,NA,NA,454.940096682574,41438.1587184278,256.978145686252,NA,NA,804.037148191252,847.805183995066,19852.5498287327,508.368222846393,NA,NA,146.000603542081,13957.944368035
"Oxalis.grandis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oxalis.stricta",4.06694578277114,2607.89010955541,2243.90510122869,0.546816239700322,201868.823254847,16110726.9761347,4932882.14643288,4984255.11152767,57474.9967827552,150808.885373897,196426.032535897,252.070894525335,20.9555931888635,115.62665989015,173111.586283482,105171.959025011,102.195519605564,5787544.70113475,204487.034493414,126299.678741222,392698.612738732,187310.14557217,205811.514103782,196007.810539471,NA,1486.84831360885,1.3157765767789,2.35814503370764,15.2809506985004,58.2229184179306,204995.935539698,193342.173938918,17.0823114852902,263878.610522542,81.7645237415118,68.4745332400977,63334.4937157432,71508.6842746856,39.5879431968401,2114531.6934336,NA,2.78534522097352,76172.4431246421,NA,64416.5511102781,3034.64216225439,NA,1171.58269653342,0.546816239700322,39615.1259334127,53417.9575704556,1110800.72098131,1.93094484644176,NA,NA,104065.816601323,173608.260216801,187684.698432391,3020760.14054777,245044.429484072,148315.649972975,4.5795860074902,91.2862624864237,2416607.84240492,54053.1418408739,58.2019789487629,NA,25.6832752584245,43.1130428988723,47909.3674426748,153.053543096964,0.820224359550483,NA,NA,101.956253897642,305190.328064085,2441652.08648613,NA,17.1677515227434,547.370516264505,12060670.0162633,140203.000675056,0.055536024344564,8.76614784269579,172321.028385282,120900.189386259,511437.68973053,318.570115165753,1506.0580898624,1927.52587168196,119130.970856726,585.400960614176,314.421700660091,28.1610363445666,1.33286458426953,906229.103182721,4531140.88731412,NA,184908.17461838,1894493.69997342,193914.222665522,870.443055839929,NA,0,555.413505632327,473656.542833025,227238.867742544,NA,48769.4544184158,104.519455021237,31392674.2567036,1755.95415315754,35809.2441213253,7.88326745852764,189098.280536812,NA,NA,121235.75178038,178117.053954246,149222.761105385,141995.499327409,34264.3217774954,43.4832830583214,2920.15251206713,317.507684170323,155503.060511759,3.46886552059892,1929.17780727613,226136.571601161,1245.22486024055,404787.348251411,486384.739300202,NA,149791.24678658,NA,NA,NA,12.3651716535469,NA,NA,119833.144796963,NA,1.16198450936318,458599.181232819,1409689.07724346,2538096.21119838,NA,NA,NA,NA,12.3546294157291,NA,6536068.9503558,38072.1377010478,1770.89392644337,NA,NA,143882.191438513,113247.587865213,158188.409306912,453113.180380918,NA,NA,11955.743545612,197357.271817286
