"Acalypha.rhomboidea","Acer.saccharum","Adiantum.pedatum","Ageratina.altissima","Agrimonia.gryposepala","Agrostis.perennans","Agrostis.scabra","Alisma.subcordatum","Alliaria.petiolata","Ambrosia.artemisiifolia","Ambrosia.trifida","Amphicarpaea.bracteata","Anemone.canadensis","Apios.americana","Arctium.lappa","Arisaema.triphyllum","Asarum.canadense","Athyrium.filix.femina","Bidens.connata","Bidens.frondosa","Boehmeria.cylindrica","Brassica.nigra","Bromus.ciliatus","Calystegia.sepium","Carex.bullata","Caulophyllum.thalictroides","Chamaesyce.maculata","Chelone.glabra","Cicuta.maculata","Cinna.arundinacea","Circaea.lutetiana","Clematis.virginiana","Cryptotaenia.canadensis","Cynodon.dactylon","Cyperus.compressus","Cyperus.strigosus","Dactylis.glomerata","Daucus.carota","Decodon.verticillatus","Dichanthelium.clandestinum","Didiplis.diandra","Digitaria.cognata","Digitaria.sanguinalis","Dryopteris.camyloptera","Dryopteris.carthusiana","Dryopteris.marginalis","Echinochloa.muricata","Echinocystis.lobata","Eleocharis.intermedia","Elymus.canadensis","Elymus.virginicus","Epilobium.hirsutum","Eupatorium.purpureum","Eurybia.divaricata","Eutrochium.purpureum","Fallopia.japonica","Fragaria.vesca","Galium.aparine","Galium.asprellum","Galium.boreale","Galium.palustre","Galium.triflorum","Geranium.maculatum","Geum.laciniatum","Glechoma.hederacea","Glyceria.borealis","Halenia.deflexa","Helianthus.giganteus","Helianthus.strumosus","Heliopsis.helianthoides","Hemerocallis.fulva","Hieracium.paniculatum","Hydrocotyle.americana","Hylotelephium.telephium","Hypericum.mutilum","Impatiens.capensis","Impatiens.pallida","Lactuca.canadensis","Laportea.canadensis","Leersia.oryzoides","Lobelia.cardinalis","Ludwigia.palustris","Lycopus.uniflorus","Lysimachia.ciliata","Lysimachia.nummularia","Lysimachia.vulgaris","Lythrum.salicaria","Maianthemum.canadense","Maianthemum.racemosum","Marrubium.vulgare","Matteuccia.struthiopteris","Menispermum.canadense","Mimulus.ringens","Mitchella.repens","Mollugo.verticillata","Muhlenbergia.mexicana","Muhlenbergia.schreberi","Muhlenbergia.sobolifera","Myosotis.laxa","Myosoton.aquaticum","Oenothera.biennis","Onoclea.sensibilis","Oxalis.grandis","Oxalis.stricta","Panicum.capillare","Panicum.dichotomiflorum","Parthenocissus.quinquefolia","Paspalum.setaceum","Pastinaca.sativa","Peltandra.virginica","Penthorum.sedoides","Petasites.frigidus","Phytolacca.americana","Pilea.pumila","Plantago.major","Polygonum.arifolium","Polygonum.cespitosum","Polygonum.hydropiper","Polygonum.hydropiperoides","Polygonum.lapathifolium","Polygonum.persicaria","Polygonum.sagittatum","Polygonum.virginianum","Polystichum.acrostichoides","Potentilla.simplex","Prunella.vulgaris","Ranunculus.recurvatus","Rhamnus.cathartica","Rubus.allegheniensis","Rubus.hispidus","Rubus.occidentalis","Rubus.odoratus","Rubus.pubescens","Rumex.obtusifolius","Rumex.triangulivalvis","Sanicula.odorata","Scirpus.polyphyllus","Scutellaria.lateriflora","Sinapis.arvensis","Smilax.glauca","Solanum.dulcamara","Solanum.ptycanthum","Solidago.altissima","Solidago.canadensis","Solidago.flexicaulis","Solidago.gigantea","Stellaria.pubera","Symphyotrichum.dumosum","Symphyotrichum.lateriflorum","Teucrium.canadense","Thalictrum.pubescens","Thalictrum.thalictroides","Thelypteris.noveboracensis","Thelypteris.palustris","Toxicodendron.radicans","Trifolium.arvense","Trifolium.campestre","Trifolium.pratense","Trifolium.repens","Urtica.dioica","Veronica.americana","Viola.fimbriatula","Viola.pubescens","Vitis.riparia","Xanthium.strumarium"
"Lycopus.uniflorus",4.12248180711571,6886.95829894129,NA,0.491280215355758,534092.146202636,22784008.6446808,8544002.22875687,7048801.23156615,19.2240084269644,32.2322541292104,96.6198663539233,252.126430549679,21.011129213208,NA,100.490300050552,235157.747162871,74.1548325090831,NA,185137.347156115,65321.7444903236,555359.752165424,9.17971831051499,504125.719146665,238.531108236805,NA,1695.19442309909,1.26024055243434,2.4136810580522,15.336486722845,2.44216106768859,16.8577940601836,273427.180070036,17.1378475096347,842650.010638828,1.21752053370775,1.28160056179763,41016.6662238484,7.60909256560536,4.37880191947523,2990399.45254032,NA,2.84088124531808,2.56747312546792,NA,NA,NA,NA,2026.91536851104,0.491280215355758,88578.007293684,106835.600552054,0.863554667920595,1.98648087078633,NA,NA,15.8277669382007,65.5841861677666,185811.233151677,4272000.01433795,413396.914923606,6.16527542908308,4.63512203183476,50.0037819194709,3417599.6398062,3.5976358664222,0.961200421348222,NA,25.7388112827691,43.1685789232168,82917.8760247221,236.519383679753,0.875760383895047,NA,NA,NA,996838.7357353,5980800.76340146,NA,17.2232875470879,55.8350644756501,24121340.0597404,1.51656066479386,0,8.82168386704035,0.534000234082346,0.491280215355758,1.21345196456427,76.4291649329949,247.13530833331,5.31009832771485,NA,585.45649663852,9.03528396067329,28.2165723689111,1.27732855992497,1281601.54008606,6408000.95066733,NA,0.299040131086114,0.133985511725388,534390.164898074,NA,NA,0.055536024344564,14.175926216954,669851.555441623,17631.038258212,NA,27.9846636970445,NA,76896033.6437778,9.95376436329492,61990.260893819,7.93880348287221,718334.152168833,NA,NA,97915.5431618913,178117.10949027,75.0326870112081,136598.317198728,118683.239465541,43.5388190826659,NA,NA,126858.918813561,3.52440154494348,202.80474490073,319805.450362481,22.897930037451,572455.808107587,842443.131002221,NA,11.0303088352049,NA,NA,NA,0.961200421348222,NA,NA,285.184230243973,NA,1.10644848501862,1708799.57768059,1993601.46486768,854399.444089745,NA,NA,NA,NA,12.4101654400737,NA,11320803.1042249,NA,140.416429552421,NA,NA,47467.2646765006,114315.583028071,0.640800280898815,640798.849778188,NA,NA,31476.3874778715,1546.178453777
"Lysimachia.ciliata",4.69920205992464,3768.79657412022,NA,9.31296408239611,534083.324518769,22783999.822997,6041515.6766212,7048792.40988228,2780.65880808313,54.8183240349429,64.9517884588254,243.304746682639,4272.01857162038,NA,91.6686161835118,117640.877441177,65.3331486420427,NA,185128.525472248,33866.0162405018,555350.930481557,0.358034443474639,252145.39785346,10358.9700480026,NA,4356.27470052628,10.0819244194747,6.40800280898815,1708.81117221566,6.37952279935176,5275.11334369028,273418.358386169,8.3161636425944,421415.950792934,7.6041633333326,7.54008330524272,19529.259577403,8960.50790368545,2990.5773197871,2990390.63085645,NA,4.23596506123457,4.42280747941847,NA,9.85978032209643,NA,NA,2018.093684644,9.31296408239611,51135.6820967158,75537.9397510318,3820.41962070564,427.231358926285,NA,NA,10358.1352908594,6408.57736606515,83174.2593387598,4271991.19265408,206747.399073652,1.88708847026982,285.232691909745,6835.23619990743,3417590.81812233,1985.96797888219,7.86048344569213,NA,16.9171274157287,34.3468950561765,82909.054340855,227.697699812712,7.9459234831453,NA,NA,NA,498419.534201645,2990397.0693793,NA,1708.81417508198,87.1262313774481,17056356.8896767,10.3382445318342,8.82168386704035,0,1965.12868752914,8966.55500332588,8964.83486084307,1922.71052196537,238.313624466269,3.51158553932551,13.8568206212321,576.63481277148,149.417416822806,4271.93995163132,9.27629376421424,1281592.71840219,6407992.12898347,NA,6.45045759035745,8.95566937876574,308525.215124665,4.71629006741528,NA,8.76614784269579,3.73761962567366,669842.733757756,17622.216574345,NA,19.1629798300042,2959.8263806866,54373700.5979917,8023.08610111326,61981.4392099519,0.882880384168143,321345.044263177,NA,NA,69230.5070009852,178108.287806403,56.2746309609016,96583.3585175555,83915.4857352041,34.7171352156256,NA,NA,57026.6033643507,5.29728232209687,6069.49396232887,159912.580968793,6343.22263630234,286226.362473168,421312.671059122,8139.25836898445,8953.68041250512,NA,NA,NA,5.55951436728065,NA,NA,5804.41487440403,NA,9.92813235205897,764196.392358215,1993592.64318382,427195.524811364,NA,NA,NA,NA,3.58848157303336,NA,11320794.282541,NA,131.594745685381,NA,NA,22518.1304385696,57851.9862216802,992.464815214085,640790.028094321,NA,NA,16015.4434290312,9003.0970690063
"Lysimachia.nummularia",3.58848157303336,3844.22656552554,33.4039466863744,1.0252804494381,218046.079283208,16110726.6376821,3488074.09888774,4984254.77248133,81324.7325162342,19898.7736105225,23063.1192809115,251.592430315597,2306.94395520412,4.69920205992464,68413.1508004692,83157.0762100161,52.1256162786772,4996195.98813078,58757.0644251588,41739.3813701738,392698.269712214,18631.1089296143,159514.386107935,20776.7996795114,NA,2066.99634025882,10.2332652006418,1.87968082396986,3673.93016728701,26.9186141709311,56402.2026187939,193341.855576157,16.6038472755524,235058.78262035,3.35780434212597,16.6225961607987,193006.516475898,61277.827686777,4432.52464709222,2114531.35377335,NA,3.01652946280987,202877.182396003,NA,49163.7030802897,90.0253194916424,14.1686273153048,677.455521254184,1.0252804494381,39639.2850897442,61708.7861656075,926434.005794682,1537.92122358397,NA,NA,65291.2757375653,3411.24921757168,51145.7711017406,3020759.80195166,112068.320116227,20385.6517949978,1680.36628338508,4355.99615919482,2416607.50314551,87375.1253160699,26.8864742947081,NA,25.2048110486867,42.6345786891345,47872.4058856092,96.5814689782672,0.341760149812701,NA,NA,18.3696080524327,277150.161197367,1993601.58045248,NA,256.461729655233,685.235600097747,13926461.9156262,25196.2892888601,0.534000234082346,1965.12868752914,0,33295.7727264476,617065.742996351,1192.64257587022,1103.96476224711,425.762645181242,129662.428747546,584.922496404438,1711.29309258597,6237.03781855836,3.39264734388943,906228.762309738,4531140.54850199,NA,20303.7559808485,1562358.85828284,331101.524957669,1077.20085750272,NA,172321.028385282,957.61169327274,299566.484092268,29068.2331587421,NA,167171.085791304,598.383761628982,34388951.5119018,8928.67508433168,20666.4802182649,7.40480324878986,231632.599339512,NA,NA,35861.8773291594,178116.575490036,13827.9249679674,47979.6016296697,44907.3207920186,43.0048188485836,204.514969678897,1915.23409414809,34370.8486253216,2.99040131086114,5134.39863233378,143021.189133061,6795.26352824843,256010.512095839,297948.800922825,5870.13553126473,56246.069034189,NA,NA,NA,2150.65327693607,NA,NA,22420.1018970231,NA,1.64044871910097,456697.137075351,1409688.73728037,2048010.39615461,NA,NA,NA,NA,11.8761652059914,NA,6536068.41154132,30305.1014375488,170.623580935141,NA,NA,20709.7865893723,35224.0198652199,16539.9237958631,453112.834464443,NA,NA,10554.6137922391,26054.8044864012
"Lysimachia.vulgaris",3.63120159175995,10489.5238250511,24038.2464000176,0.982560430711516,218527.659570645,16110726.6683977,3229353.50577272,4984254.8048681,50105.6780012663,20705.038504598,54940.5427204825,251.635150334324,15286.4976044836,204.165072390798,67553.5607379659,84597.3402403084,159.114942045596,4956151.88659339,79967.262057156,15546.0707623789,392698.319853056,46696.1950698332,152410.302609754,42920.2829022903,NA,17209.9997437049,200.814726686483,1.92240084269644,8380.59463675907,120.812443489306,60378.6829957751,193341.875044055,16.646567294279,227871.163434242,144.367420509857,131.076347905794,133490.194802179,22498.8294240174,5976.66631369514,2114531.38848459,NA,86.4580756696562,166742.252237714,NA,46478.2194805121,33857.9122294438,281.408792625011,701.883467377043,0.982560430711516,31738.2341576493,45386.6411447772,847372.004638352,10846.9541147715,NA,NA,43138.0413157059,33408.8236962248,63735.8087332016,3020759.83415983,118447.22946264,52709.6743246729,10682.5143915478,15802.0182065544,2416607.53688765,44071.8039901292,120.805024507703,NA,25.2475310674133,42.6772987078611,51756.4007395608,249.557433444314,0.384480168539289,NA,NA,190.49466639829,262517.602394679,2114576.47167653,NA,12326.7885180591,9244.34670018645,9847504.28765765,14057.5776411918,0.491280215355758,8966.55500332588,33295.7727264476,0,488369.434189479,12482.3425777002,18435.9809851252,11281.146893603,106622.737611724,584.965216423165,12334.6261280928,5421.18531908792,80.7727612781685,906228.802041202,4531140.58057499,NA,52633.6193426947,1528630.96031601,251583.294637312,12202.4247083657,NA,120900.189386259,8892.58257342174,299566.594919294,75352.0212813744,NA,129722.503826401,13313.8044306246,31392677.0986386,12799.7119292119,23386.1522691668,7.44752326751645,187037.677744524,NA,NA,38130.1210778883,178116.618210055,32427.8028340514,64126.4759547755,38944.7729969156,43.0475388673102,33743.4225792565,17437.3570455006,46447.0733178298,3.03312132958772,8408.44403066402,160287.479167709,13632.5583541531,286411.073941727,318413.462402527,22648.9893887972,43002.9636369732,NA,NA,NA,15318.0494146686,NA,NA,9397.71465164942,NA,1.59772870037438,403943.820787964,1409688.77361046,2014497.23252493,NA,NA,NA,NA,11.918885224718,NA,6536097.96882845,28488.7780292929,19563.3990094739,NA,NA,42360.1899798663,26885.9895425117,25718.7525626451,453112.888052055,NA,NA,18043.5477199597,49144.0821118294
"Lythrum.salicaria",2.90902984255144,3391.53970409494,669.604705819252,1.70473217992002,188831.331157139,16110726.1588014,2576113.57880532,4984254.29797881,477767.257040487,583613.416077363,633689.901409241,250.912978585115,15284.5731162691,339.928529009799,700513.6600285,78860.9437388222,251.688310582758,4216314.93373694,764461.469119468,470170.21313603,392697.851943482,647517.240746577,139827.254485116,552905.438587222,NA,8413.42632660779,3.85416343427587,1.20022909348794,7256.11707438818,216.805569215629,633295.008214836,193341.417909632,15.9243955450705,544151.868274743,240.365767998814,227.074422523759,304272.316472185,424894.81022264,5976.08220293038,2114530.88629115,NA,36.7504811265367,509621.037703439,NA,49202.5593106971,748.126748563644,17.9559646543055,685.621444231423,1.70473217992002,28022.7242375896,43625.8489764617,288179.153772731,10844.9816382398,NA,NA,55036.0919621162,599523.754539548,537088.826452767,3020759.32867986,663714.356867903,553341.393983515,10680.5472953441,15800.9684876563,2416607.03337282,446665.308376791,216.803901706827,NA,24.5253593182048,41.9551269586526,41461.420481426,171.06805255152,0.337691580669218,NA,NA,326.258123017291,595008.173838339,1993615.72934265,NA,12324.8422551749,417.446697637882,9847495.36004478,659349.89923755,1.21345196456427,8964.83486084307,617065.742996351,488369.434189479,0,5316.30523784115,936.696595271471,681.570837451011,94177.9263942901,584.243044673956,880.387950444794,5419.02279510219,29.9018103555686,906228.310486551,4531140.07371643,NA,677640.677515048,902714.604886185,292667.583982192,467.437761937497,NA,511437.68973053,604.301710798535,299566.214349424,897029.883574714,NA,557746.909202904,13312.7630095635,24316660.5814569,670.861240965461,17895.089234698,6.72535151830794,333796.487176252,NA,NA,588310.490124474,178115.896038305,577764.876673842,562858.95887866,29691.1928436601,42.3253671181017,633.637098376389,1213.76369276069,487137.484270385,2.31094958037922,1286.30112712078,160287.054400602,1881.29203269065,286410.680166087,318413.138213247,22646.6727204398,489133.878019174,NA,NA,NA,1169.9822284909,NA,NA,449412.115772657,NA,2.31990044958289,588278.619569545,1409688.27523513,1394426.72309646,NA,NA,NA,NA,11.1967134755094,NA,6536068.04360963,30346.5623437781,457.539600735599,NA,NA,422742.363229589,404243.472570783,490544.776500035,453112.418411446,NA,NA,11934.264483649,567509.052697358
"Maianthemum.canadense",72.3066831258792,3235.94656544217,1495.98897670052,76.9204451483507,201839.121737342,16110672.9717347,4271962.95118365,4984201.10683035,15241.111289202,12202.2932195228,17768.6263618958,175.697265616684,2349.82665528008,77.4086739325768,91112.8150058316,83128.5351763087,60.7386001154721,259627.357021544,75637.199243482,27676.0946968037,392644.604937147,24510.4051231285,159486.851513547,16181.5409324026,NA,2063.27562429992,77.6894054854293,74.0154838749427,3631.33106462819,60.900515354818,60695.4764808347,193288.171911587,59.2913174233602,233769.489219536,76.3180655324964,67.3888241139554,10965.340306442,5488.60270963998,4394.32873042422,2114477.6883277,NA,52.0953049936698,1285.77955675264,NA,64384.2900950299,1977.6195179643,NA,1379.77133669828,76.9204451483507,33451.2751292141,53383.1431248721,6473.7830888015,1495.66701688511,NA,NA,69019.526925849,4490.08146345295,58862.5629758884,3020706.13589114,130775.452626153,477.966220942635,1638.01713235137,4394.32075653448,2416553.83747269,5564.70975861554,61.8024371183336,NA,50.6903536502259,33.2605860097781,47845.2655922913,127.001582349167,75.5534045490999,NA,NA,63.7382679400688,234939.489865062,1993575.40637205,NA,215.649588626196,241.654439725377,12060631.8179671,1386.43221404931,76.4291649329949,1922.71052196537,1192.64257587022,12482.3425777002,5316.30523784115,0,975.890542227031,1834.75796726811,110275.702903677,509.027331705526,248.13304094773,6194.33993167027,55.0380649874644,906175.097197,4531086.88267545,NA,1133.63181049421,3583.94753746402,133662.478310539,516.927443708286,NA,318.570115165753,345.321320102299,473602.535421254,7874.81012815041,NA,51998.2631704929,641.806305021092,31392643.0833909,8930.51249037881,35750.3741684062,68.4903614501227,169433.843027534,NA,NA,25291.4018066066,178040.680325337,13361.5742429562,34152.14091817,30632.4529672154,32.890345850329,1863.12986777704,161.725836618533,35496.026491962,72.9047633880514,4863.32544436409,142987.294465482,6763.73445459759,255976.482328508,376843.815142023,5919.47091790511,59748.6965110032,NA,NA,NA,466.066517341237,NA,NA,5632.75356222642,NA,77.5356134180136,402750.264180004,1409635.07185587,270170.276148094,NA,NA,NA,NA,64.0189994929212,NA,6536024.71139338,41664.9294032833,1161.88101497265,NA,NA,12213.9711287772,29088.3786233437,16716.5739110433,453059.171927952,NA,NA,9510.16422815341,14054.6161000503
"Maianthemum.racemosum",243.012826526194,2760.28472220467,170.509834772534,247.626588548665,266923.44810327,22783761.5093725,4271877.64847353,7048554.09625782,24043.0648309655,13148.3417707952,19171.8023032861,4.99112221636969,226.124179120102,NA,111572.133774517,117458.446705453,172.980475824227,335161.578620817,92544.5552955686,36783.9139802642,555112.616857091,29985.2855864282,205707.601404492,23923.0284650471,NA,916.963940749975,248.395548885744,244.721627275257,231.798821610465,244.693147265621,101359.515651215,273180.044761703,229.997460823675,421201.671805607,245.917787799602,245.853707771512,16652.4933343311,388.994036182452,242.756506413834,2990152.31723199,NA,244.294427087991,1190.09674802214,NA,91023.5456949632,33.8057748474531,NA,1779.78006017773,247.626588548665,51013.4901390027,75400.6523519022,8033.84485890756,245.148827462523,NA,NA,129576.070234769,5111.6464916217,82987.3777542312,4271752.87902962,206574.900421403,378.971167347769,242.500186301475,197.131526413839,3417352.50449786,9451.13403647457,246.174107911961,NA,221.396497050541,203.966729410093,58457.302595551,10.615924653557,246.259547949415,NA,NA,NA,498298.461237154,2990278.58866559,NA,229.912020786222,950.089773203824,17056188.4273207,1025.80007564215,247.13530833331,238.313624466269,1103.96476224711,18435.9809851252,936.696595271471,975.890542227031,0,1771.05654970558,237993.639126126,338.321188305211,1143.85545288324,218.918735964398,248.412636893235,1281354.40477773,6407753.815359,NA,1067.90199726149,4263.63463957254,218199.350867502,291.828753218934,NA,1506.0580898624,595.757123590577,669604.42013329,10044.8081864759,NA,63663.0114565332,NA,38447893.2954228,134.860022725677,43664.402881502,239.196504850437,293261.574065975,NA,NA,48890.5591180551,177869.974181937,16304.7765244111,68212.1164409915,59261.7752037656,203.596489250644,80.6838753398018,1327.13127111598,51694.9543358425,243.610906788366,1980.45221260907,319558.315054148,444.802941946538,572208.672799254,842195.995693887,NA,83915.2446961794,NA,NA,NA,1496.11625094792,NA,NA,6691.25041151107,NA,248.241756818328,854276.227887296,1993354.32955935,427081.49185641,NA,NA,NA,NA,234.725142893236,NA,8004841.8937642,53754.7168339088,86.701721059812,NA,NA,21119.1241248991,46579.0209076843,26731.1278656433,640551.714469854,NA,NA,15615.0963389325,16309.4723891268
"Marrubium.vulgare",1.18761652059914,3217.96844296761,78.5232773012245,5.8013785430706,201872.230424815,16110723.2604714,3488072.14684147,4984251.39527006,14089.929494761,7948.470212877,11203.5524858792,246.816332221964,15.7010308854932,5.5536024344564,56703.339419682,105174.964868976,48.7238967268796,192328.334432908,58566.3849773617,22966.0741930529,392694.892533401,17019.3183170926,190546.762682163,14539.446363294,NA,1172.02787989653,7.9408092156908,2.89641726966264,8.84361603785465,27.5636315108101,54133.2536233008,193338.478640787,11.8277491819199,243251.952270715,4.87809865623892,17.4523822764974,10635.1340268075,1060.89401368102,46.2223420706913,2114527.97656476,NA,2.46921708239677,333.096167544177,NA,51376.8015314922,25.952411376402,9.03605219582724,699.831732254499,5.8013785430706,39655.8066010956,61704.9361415553,3778.98240330044,3.32361745692852,NA,NA,64809.1123668015,1923.25630436819,47980.889273081,3020756.42474695,110488.377763618,1051.55929206357,0.674976295880085,31.6392782234361,2416604.12593824,6335.6835137986,27.6603996084655,NA,20.4287129550542,37.858480595502,41456.3928663584,94.7537412040636,4.4343379438198,NA,NA,19.2240084269644,332282.35382387,2441651.54471446,NA,11.9131892193731,622.954320535133,13926459.1551491,477.424964917048,5.31009832771485,3.51158553932551,425.762645181242,11281.146893603,681.570837451011,1834.75796726811,1771.05654970558,0,136228.587699756,580.146398310806,2350.54567383752,22.9064740411963,59.5404476721497,906225.385108861,4531137.17129289,NA,465.464335149593,1609.36703413375,189012.71921368,1630.77528511267,NA,1927.52587168196,1107.61665352759,273463.584753297,7317.58008849289,NA,31964.0596726493,16.6608073033692,34388949.3974166,49.4611753482923,23431.3921527577,2.62870515515736,216635.732082447,NA,NA,37015.1896626018,178111.799391942,13759.0007943138,51630.6528253805,48515.8483031943,38.2287207549511,140.442061563657,2356.75416443258,32759.0777824998,1.78569678277136,618.756549999739,226132.84913987,523.5776249136,404783.630231752,280812.607178312,NA,47536.9906826939,NA,NA,NA,2547.25485630214,NA,NA,3033.10409240843,NA,6.41654681273347,441210.056580677,1409685.36007575,228346.638152546,NA,NA,NA,NA,7.10006711235887,NA,6536065.65443747,29857.9527111242,165.760919140842,NA,NA,13196.4367114109,31720.9213994583,15371.1191673184,453109.457256316,NA,NA,11982.9919985033,11281.6985452304
"Matteuccia.struthiopteris",NA,118907.766788537,638.713555910486,NA,168279.542121557,650.825245264841,279.80354109311,676.457256500793,109791.38569221,114586.277428263,110142.003901599,NA,15.1384211830297,672.185254628135,63032.616675171,168100.977031675,680.643818335999,56345.3082858081,134547.848408885,101358.94573442,647.407643766714,117418.042513242,137438.214899407,111690.926062058,NA,472.051943279827,6.75462804305315,NA,14.1985807710448,638.863640021396,128608.524573176,552.569202193689,NA,114089.434677935,672.185254628135,653.388446388436,94444.0719496016,92270.6923932718,433.056716529736,663.641250882817,NA,13.5150604714194,129606.23532412,NA,80558.8272778203,469.52718182018,11.0302614051829,291.333908041628,NA,168091.073366798,1594.0756657194,119444.9279217,11.7208196849027,NA,NA,64634.3518196807,107449.299281801,124080.871794642,630.319636276079,114331.488042626,110286.232548166,7.94721802787278,477.769736090156,654.242846762968,105817.848145461,638.863640021396,NA,NA,NA,664.960088347019,302.52746945446,NA,NA,NA,658.514848635627,100050.553329761,168310.122660481,NA,9.41393867366695,551.553647008757,946.789007768047,136728.628652332,NA,13.8568206212321,129662.428747546,106622.737611724,94177.9263942901,110275.702903677,237993.639126126,136228.587699756,0,NA,168111.719500188,12.7461001343408,5.48369695082089,655.097247137499,653.388446388436,NA,129686.501989971,134566.4649742,101671.771332968,114303.109836147,NA,119130.970856726,97191.8314809776,326.274014904373,183960.528868391,NA,94983.2290150067,467.473112832209,184163.810233863,380.783724762928,375.678204404336,NA,90281.3724956509,NA,NA,109067.164823451,NA,112252.037901664,105380.093239451,114454.713234707,NA,355.037531632925,184391.891549516,109815.319169559,NA,98831.0567787613,454.684092388588,350.71745173687,448.188912108469,289.850104464333,8.00417805568956,60027.2087612978,NA,NA,NA,205899.532764326,NA,NA,94351.9512587617,NA,2.44928110213771,97260.4345663744,655.097247137499,123012.510493016,NA,NA,NA,NA,NA,NA,655.560494109583,106375.652680181,461.647795526129,NA,NA,92150.1291395951,94621.8763270673,113496.051540707,673.894055377198,NA,NA,145796.510205949,121171.457731026
"Menispermum.canadense",581.334014831405,6301.50180230276,NA,585.947776853876,533506.689705997,22783423.1881842,8543416.77226023,7048215.77506951,566.232488211556,553.22424250931,488.836630284597,333.330066088841,564.445367425312,NA,484.966196587968,234572.290666232,511.301664129437,NA,184551.890659477,64736.2879936851,554774.295668786,576.276778328006,503540.262650027,346.925388401716,NA,1109.73792646057,586.716737190955,583.042815580468,570.120009915675,583.014335570832,568.598702578337,272841.723573398,568.318649128886,842064.554142189,584.238976104813,584.174896076723,40431.2097272099,577.847404072915,581.077694719045,2989813.99604368,NA,582.615615393202,582.889023513053,NA,NA,NA,NA,1441.45887187252,585.947776853876,87992.5507970455,106250.144055416,586.320051306441,583.470015767734,NA,NA,569.62872970032,519.872310470754,185225.776655039,4271414.55784131,412811.458426967,579.291221209437,580.821374606686,535.45271471905,3417014.18330956,581.858860772098,584.495296217172,NA,559.717685355751,542.287917715304,82332.4195280835,348.937112958768,584.580736254625,NA,NA,NA,996253.279238662,5980215.30690482,NA,568.233209091433,529.62143216287,24120754.6032438,586.973057303314,585.45649663852,576.63481277148,584.922496404438,584.965216423165,584.243044673956,509.027331705526,338.321188305211,580.146398310806,NA,0,576.421212677847,557.239924269609,586.733825198445,1281016.08358942,6407415.4941707,NA,585.755536769607,585.590482150246,533804.708401436,NA,NA,585.400960614176,571.280570421567,669266.098944984,17045.5817615735,NA,557.471832941476,NA,76895448.1872811,575.502732275226,61404.8043971804,577.517693155648,717748.695672194,NA,NA,97330.0866652528,177531.652993631,510.423809627312,136012.860702089,118097.782968903,541.917677555855,NA,NA,126273.462316923,581.932095093577,382.651751737791,319219.993865843,562.55856660107,571870.351610949,841857.674505582,NA,574.426187803316,NA,NA,NA,584.495296217172,NA,NA,300.272266394548,NA,586.562945123539,1708214.12118395,1993016.00837104,853813.987593107,NA,NA,NA,NA,573.046331198447,NA,11320217.6477283,NA,445.040067086099,NA,NA,46881.8081798621,113730.126531433,586.097296919419,640213.393281549,NA,NA,30890.930981233,960.721957138485
"Mimulus.ringens",4.91280215355758,2070.62039967242,2443.3165450847,9.52656417602905,238849.571472115,22783999.6093969,3488071.18790413,7048792.19628219,21563.9669709836,11655.3375471853,19213.9427443223,243.091146589006,184.098823556144,NA,111428.404221073,105164.251204383,65.1195485484098,334079.907121733,92673.3718785843,26855.3548097466,555350.716881464,30040.3956628825,205806.464049807,20604.6994326743,NA,1101.11641056722,10.2955245131076,6.62160290262109,183.293555337129,6.5931228929847,89650.8554326709,273418.144786075,8.10256354896146,376843.354706147,7.81776342696554,7.75368339887566,11867.5923564931,815.433971396223,179.161415105206,2990390.41725636,NA,182.808551666764,1634.43470047627,NA,78886.5710664379,2306.61248515962,NA,2017.88008455037,9.52656417602905,33475.9460745964,47775.6176618831,5790.52568653255,181.555779892847,NA,NA,104486.22809552,5092.60772490124,56027.6938735635,4271990.97905399,184879.659940013,704.874871414935,178.846077619374,182.17420169305,3417590.60452224,5723.39169757111,8.07408353932507,NA,16.7035273220958,34.1332949625435,58652.4767274264,227.484099719079,8.15952357677824,NA,NA,NA,376766.41407328,2674692.04843182,NA,179.949305503982,474.169457234623,10787387.1772556,1822.6947668496,9.03528396067329,149.417416822806,1711.29309258597,12334.6261280928,880.387950444794,248.13304094773,1143.85545288324,2350.54567383752,168111.719500188,576.421212677847,0,182.71643416097,177.227121622228,1281592.5048021,6407991.91538337,NA,1214.1409769042,4459.76144243707,154360.40765761,973.349274300178,NA,314.421700660091,735.373653831155,669842.520157662,10222.0980401536,NA,63702.7364835405,251.108270074882,24316658.0810219,1168.26565519602,43836.9820852121,1.09648047780108,207438.274859663,NA,NA,40017.6904379867,178108.074206309,11141.9247668236,51661.3530872059,48457.6124517837,34.5035351219926,2192.12283497237,11.6794659853688,36631.995608751,5.51088241572981,1953.44607291551,226130.283270258,724.25981282403,404781.035428323,595690.887090669,252.945230880126,56561.5464055013,NA,NA,NA,255.035733160974,NA,NA,4211.39671923875,NA,10.1417324456919,569597.460473439,1993592.42958372,382103.287113108,NA,NA,NA,NA,3.37488147940042,NA,8005010.44665294,53801.8636717214,1652.42400051275,NA,NA,13720.8407510757,34474.6745056477,17357.5100913661,640789.814494227,NA,NA,14113.9773873013,12865.2303648188
